 Processo ; Contramarca ; Navio ; IMO ; ATD ; ATA ; Bandeira ; Tipo Navio ; Agente Navegacao ; Porto Seguinte ; Porto Procedente ; Motivo Escala ; Local Atribuido ; Morada Agente ; Telefone Agente ; Email Agente ; Indicativo Chamada ; GT ; TAL ; Comprimento ; Calado Maximo ; Porto Registo ; Armador ; Nome Anterior ; Tipo ; TAB ; DWT ; Boca Sinal ; Velocidade Maxima ; Tipo Trafego ; Certificado Verde ; Data Construcao ; Capacidade Teus 
 LIS201400002 ;" """"04012014000003"""" "; EPIC CAPRI ;9161077; 2014-01-02 20:27 ; 2014-01-02 14:01 ; Malta ; Tanque Gás Liquefeito ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; HORTA ; SINES ; 1 - ABASTECIMENTO DE COMBUSTIVEL ; 815 - FUNDEADOR / QUADRO OCIDENTAL ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; 9HA2845 ;3603;0;99; 5.7 ; MTMLA ; SACOR MARITIMA, SA ;;103;0;3942; 16.2 ;0;1; CS ; 1997-01-01 00:00:00.0 ;0
 LIS201302869 ;" """"04012013002866"""" "; CONMAR FJORD ;9244192; 2014-01-02 20:59 ; 2014-01-01 11:36 ; Portugal ; Carga Geral single deck ; K LINE (PORTUGAL) AGENTES NAVEGACAOSA ; LEIXOES ; ROTTERDAM ; 14 - CARGA/DESCARGA ; 265 - TERM CONTENT STª APOLONIA/SOTAGUS ; Estrada Manuel Correia Lopes, nº 682 Conceição da Abóboda ;; kline.lis@klineportugal.com ; VSZP7 ;6191;0; 132.6 ;7; PTM6E ; CONMAR SHIPPING GMBH & CO. ;;335;3075;8081; 19.2 ;18;1; CS ; 2002-10-01 00:00:00.0 ;0
 LIS201302871 ;" """"04012013002868"""" "; QUEEN ISABELLA ;8908569; 2014-01-02 23:34 ; 2014-01-02 01:22 ; Liberia ; Tanque Gás Liquefeito ; PINTO BASTO IV-SERVICOS MARITIMOS,LDA ; ARZEW ; ARZEW ; 50 - DESCARGA NAVIO TANQUE IMDG CLASSES 2, 6 OU 8 ; 710 - TERM GRANEIS ALKION/BARREIRO ; AV 24 DE JULHO 1-D ;269862598; agency.sines@pintobasto.com ; A8IE2 ;7955;0; 131.35 ; 7.8 ; LRMLW ; GASCHEM ICE GMBH & CO KG ;;103;3144;12217;20;0;1; CS ; 1996-01-01 00:00:00.0 ;0
 LIS201302908 ;" """"04012013002905"""" "; TROENSE MAERSK ;8820004; 2014-01-02 23:41 ; 2014-01-02 05:47 ; Dinamarca ; Porta-contentores ; MAERSK PORTUGAL-AG TRANSP.INT.,LDA ; LEIXOES ; TANGIER ; 13 - CARGA ; 110 - TERM CONTENT ALCANTARA /  LISCONT ; AV.D.JOAO II Nº 1.16.05. L - 11º ;218980022; pt.manifest@maersk.com ; OUVE2 ;16982;0; 162.25 ; 5.8 ; DKCPH ; MOLLER MAERSK ;;310;7449;21285; 27.8 ;19;1; CS ; undefined ;0
 LIS201302922 ;" """"04012013002919"""" "; FRI KARMSUND ;9211066; 2014-01-03 00:49 ; 2013-12-30 22:54 ; Chipre ; Misto - Carga geral / Contentores ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; SINES ; MOERDIJK ; 18 - DESCARGA ; 705 - TERM GRANEIS ATLANPORT/BARREIRO ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; 5BBW4 ;2858;0; 89.75 ; 6.2 ; CYLMS ; HOYERGRUPPEN AS ;;339;1546;4935; 13.6 ;12;1; CA ; 1999-10-01 00:00:00.0 ;183
 LIS201302913 ;" """"04012013002910"""" "; BJORG ;9231834; 2014-01-03 14:59 ; 2014-01-01 13:38 ; Antigua e Barbuda ; Misto - Carga geral / Contentores ; GARLAND NAVEGACAO,LDA. ; LEIXOES ; CASABLANCA ; 14 - CARGA/DESCARGA ; 110 - TERM CONTENT ALCANTARA /  LISCONT ; Estrada Manuel Correia Lopes nº 682 ; +351 21 444 81 70 ; ops.lis@garland.pt ; V2PW8 ;9981;0; 134.4 ;7; AGSJO ; BBS CONTAINER FEEDER I AS ;;339;0;9981; 22.5 ;0;1; CS ; 2000-06-21 00:00:00.0 ;0
 LIS201302896 ;" """"04012013002893"""" "; NILEDUTCH CAPE TOWN ;9158513; 2014-01-03 17:18 ; 2014-01-02 16:00 ; Antigua e Barbuda ; Porta-contentores ; MARMEDSA - AGENCIA MARITIMA, LDA ; ABIDJAN ; LEIXOES ; 14 - CARGA/DESCARGA ; 265 - TERM CONTENT STª APOLONIA/SOTAGUS ; Av. D. João II - nº. 51 – Piso 2 – Sala C Edificio Art’s – Parque das Nações ;269869190; opsptlis@marmedsa.com ; V2GC7 ;25624;0; 207.44 ; 10.9 ; AGSJO ;" H+H SCHEPERS REEDEREI GMBH & CO. KG MS ""HEINRICH S"" ";;310;0;33938;30;0;1; CA ; 1998-01-01 00:00:00.0 ;0
 LIS201302799 ;" """"04012013002796"""" "; VICTORIA ;9290074; 2014-01-03 18:23 ; 2013-12-11 01:30 ; Antigua e Barbuda ; Misto - Carga geral / Contentores ; CINTIA NAVE-AFRET. MARITIMOS,LDA ; HAMBURG ; PORTO EMPEDOCLE ; 8 - ARRIBADO/AVARIA NO APARELHO DE PROPULSÃO / GOVERNO ; 495 - TERM GRANEIS SILOPOR/TRAFARIA ; R. CARLOS MARDEL, Nº5 - 1º ;218439002; cintia.nave@mail.telepac.pt ; V2BQ5 ;7767;0; 145.63 ; 7.2 ; AGSJO ; INTERSEE SCHIFFAHRTS GMBH & CO. KG ;;339;3856;10500; 18.25 ;0;1; CS ; 2004-01-01 00:00:00.0 ;679
 LIS201302929 ;" """"04012013002926"""" "; MONTE DA GUIA ;9123788; 2014-01-03 19:31 ; 2013-12-30 20:33 ; Portugal ; Porta-contentores ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; PONTA DELGADA ; PONTA DELGADA ; 14 - CARGA/DESCARGA ; 264 - TERMINAL MULTIPURPOSE DE LISBOA ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; CSDB ;7039;0; 126.25 ; 6.5 ; PTM6E ; TRANSINSULAR ;;310;3867;19934; 19.65 ;0;4; C69 ; Sat Jan 01 00:00:00 GMT 1994 ;636
 LIS201302874 ;" """"04012013002886"""" "; DANIEL K ;9198654; 2014-01-03 22:36 ; 2014-01-02 07:30 ; Holanda ; Misto - Carga geral / Contentores ; CINTIA NAVE-AFRET. MARITIMOS,LDA ; ALTO  MAR ; NANTES ; 18 - DESCARGA ; 305 - TERM GRANEIS SILOPOR/BEATO ; R. CARLOS MARDEL, Nº5 - 1º ;218439002; cintia.nave@mail.telepac.pt ; PBIR ;3037;0; 90.25 ; 5.6 ; NLDZL ; RUFINIA BEHEER B.V. ;;339;1503;4250; 15.2 ;0;1; CS ; 2002-10-01 00:00:00.0 ;325
 LIS201400012 ;" """"04012014000012"""" "; ESHIPS SHAMAL ;9506198; 2014-01-03 23:30 ; 2014-01-03 12:28 ; Gibraltar ; Tanque Gás Liquefeito ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; ALTO  MAR ; JORF LASFAR ; 1 - ABASTECIMENTO DE COMBUSTIVEL ; 805 - FUNDEADOR / QUADRO CENTRAL ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; ZDJT9 ;7267;0; 116.4 ;6; GIGIB ; ESHIPS LPG 2 LTD ;;103;0;7879; 17.99 ;0;1; CA ; 2010-08-02 00:00:00.0 ;0
 LIS201302796 ;" """"04012013002793"""" "; SIDER MONICA  ;9432517; 2014-01-04 13:17 ; 2013-12-18 14:20 ; Portugal ; Misto - Carga geral / Contentores ; OCIDENAVE-NAVEGACAO LDA ; ALTO  MAR ; GEORGETOWN ; 18 - DESCARGA ; 100 - CAIS AV. DE ALCANTARA/TERMINAL PASSAGEIROS ; Estrada Manuel Correia Lopes nº 682 ;3,51213E+11; ops.lis@ocidenave.com ; 2BJK2 ;5629;0; 108.2 ; 7.2 ; PTM6E ; ERSHIP INTERNATIONAL ;;339;0;8100; 18.2 ;0;1; CA ; 2009-01-01 00:00:00.0 ;0
 LIS201302932 ;" """"04012013002929"""" "; MARIO ;9195834; 2014-01-04 16:45 ; 2014-01-03 12:40 ; Antigua e Barbuda ; Misto - Carga geral / Contentores ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; ALTO  MAR ; MANTYLUOTO ; 18 - DESCARGA ; 705 - TERM GRANEIS ATLANPORT/BARREIRO ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; V2GP9 ;2997;0; 94.85 ; 6.3 ; AGSJO ; HERMANN LOHMANN SCHIFFAHRTS GMBH & CO. KG MS     LANGENBERG      ;;339;1707;4956; 13.17 ;12;1; CS ; 2000-03-01 00:00:00.0 ;0
 LIS201400008 ;" """"04012014000017"""" "; MONTE BRASIL ;9083055; 2014-01-04 23:58 ; 2014-01-04 00:36 ; Portugal ; Porta-contentores ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; CANIÇAL ; LEIXOES ; 14 - CARGA/DESCARGA ; 264 - TERMINAL MULTIPURPOSE DE LISBOA ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; CSEM ;7039;0; 126.12 ; 7.4 ; PTM6E ; TRANSINSULAR ;;310;3870;8450; 19.4 ;0;4; CS ; Sat Jan 01 00:00:00 GMT 1994 ;0
 LIS201400015 ;" """"04012014000014"""" "; NIVARIA ;9297163; 2014-01-05 06:06 ; 2014-01-03 10:52 ; Espanha ; Tanque Químico ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; SINES ; LEIXOES ; 11 - ARRIBADO/MAU TEMPO ; 810 - FUNDEADOR / QUADRO ORIENTAL ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; ECHI ;2815;0; 96.82 ;4; ESSCT ; DISTRIBUIDORA MARITIMA PETROGAS  , S.L.U. ;;102;1183;4250; 14.2 ;0;1; CS ; undefined ;0
 LIS201302930 ;" """"04012013002927"""" "; ALIDA ;9326940; 2014-01-05 08:09 ; 2014-01-03 23:18 ; Liberia ; Porta-contentores ; IBERO LINHAS TRANSPORTES LDA ; VIGO ; SETUBAL ; 14 - CARGA/DESCARGA ; 265 - TERM CONTENT STª APOLONIA/SOTAGUS ; RUA 2 EDIF. VERDE, 2º ESQ ;3,51214E+11; paula.alves@lisboa.iberolinhas.pt ; D5AQ6 ;9962;0; 134.44 ; 6.5 ; LRMLW ; ALIDA SHIPPING COMPANY LTD ;;310;0;9962; 22.5 ;18;1; C69 ; 2005-01-01 00:00:00.0 ;686
 LIS201400009 ;" """"04012014000009"""" "; WEC BRUEGHEL ;9143972; 2014-01-05 08:59 ; 2014-01-04 05:24 ; Portugal ; Porta-contentores ; IBERO LINHAS TRANSPORTES LDA ; SINES ; LEIXOES ; 14 - CARGA/DESCARGA ; 265 - TERM CONTENT STª APOLONIA/SOTAGUS ; RUA 2 EDIF. VERDE, 2º ESQ ;3,51214E+11; paula.alves@lisboa.iberolinhas.pt ; MCXD5 ;6362;0; 121.35 ; 4.9 ; PTM6E ; K-OCEAN SECHSTE ;;310;3998;7224; 18.2 ;0;1; CS ; Wed Dec 30 00:00:00 GMT 1998 ;700
 LIS201400017 ;" """"04012014000015"""" "; LADY AYAN ;9197480; 2014-01-05 15:28 ; 2014-01-03 00:42 ; Panama ; Carga Geral single deck ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; Djen-Djen ; WILLEBROEK ; 11 - ARRIBADO/MAU TEMPO ; 300 - CAIS DO POÇO DO BISPO / TMPB ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; 3EET5 ;2999;0; 95.08 ; 6.1 ; PAPTY ; GN DENIZCILIK VE ACENTELIK LTD ;;335;0;5211; 13.2 ;0;1; CS ; 2000-01-01 00:00:00.0 ;0
 LIS201400003 ;" """"04012014000002"""" "; CSAV LLUTA ;9404209; 2014-01-05 17:25 ; 2014-01-04 03:19 ; Liberia ; Porta-contentores ; CSAV AGENCIA MARITIMA SL ; SANTOS, SP ; ANTWERPEN ; 14 - CARGA/DESCARGA ; 110 - TERM CONTENT ALCANTARA /  LISCONT ;;;; A8SN2 ;40541;0; 261.1 ; 10.4 ; LRMLW ; JULES VERNE SHIPPING LIMITED ;;310;0;50367; 32.2 ;0;1; CS ; 2010-01-01 00:00:00.0 ;0
 LIS201302897 ;" """"04012013002894"""" "; SCALI REALI ;9566291; 2014-01-06 23:06 ; 2014-01-04 17:35 ; Malta ; Tanque Gás Liquefeito ; PINTO BASTO IV-SERVICOS MARITIMOS,LDA ; BILBAO ; FALMOUTH ; 50 - DESCARGA NAVIO TANQUE IMDG CLASSES 2, 6 OU 8 ; 535 - TERM COMB REPSOL/BANATICA ; AV 24 DE JULHO 1-D ;269862598; agency.sines@pintobasto.com ; 9HA2486 ;3430;0; 87.5 ; 5.8 ; MTMLA ; G & H SHUPPING SRL ;;103;0;4209; 14.8 ;0;1; CS ; undefined ;0
 LIS201400004 ;" """"04012014000004"""" "; SAGA PEARL II ;8000214; 2014-01-07 08:40 ; 2014-01-04 11:30 ; Malta ; CRUZEIROS ; JAMES RAWES NAVEGACAO LDA ; SOUTHAMPTON ; MALTA (VALETTA) ; 33 - TURISMO ; 245 - TERMINAL DE CRUZEIROS DE LISBOA ; Av. 24 de Julho, 126 1º Esq ;213470231; operations@jamesrawes.pt ; 9HA2950 ;18627;0; 164.35 ; 6.3 ; MTMLA ; SAGA CRUISES ;;361;6267;3245; 22.61 ;18;1; CS ; 1981-01-01 00:00:00.0 ;0
 LIS201400016 ;" """"04012014000016"""" "; NICOLE C ;9373541; 2014-01-07 14:07 ; 2014-01-03 08:13 ; Reino Unido ; Misto - Carga geral / Contentores ; LISMARITIMA-NAVEGACAO, LDA ; PONTA DELGADA ; NANTES ; 43 - OUTRAS ARRIBADAS NÃO ESPECIFICADAS ; 120 - CAIS DA ROCHA/TERMINAL DE PASSAGEIROS ; Rua José Estevão, 133 – 4º ;969057693; lismaritima@lismaritima.pt ; 2AHU4 ;2990;0; 89.8 ; 6.7 ; GBCOW ; BANSALEASE, SA ;;339;1686;5000; 14.5 ; 12.5 ;1; C69 ; Tue Jan 01 00:00:00 GMT 2008 ;0
 LIS201400028 ;" """"04012014000028"""" "; KARIN LEHMANN ;9225574; 2014-01-07 15:00 ; 2014-01-04 15:11 ; Antigua e Barbuda ; Carga Geral single deck ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; FIGUEIRA DA FOZ ; OLKILUOTO ; 18 - DESCARGA ; 705 - TERM GRANEIS ATLANPORT/BARREIRO ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; V2BC9 ;2820;0;90; 5.6 ; AGSJO ; HANS LEHMANN KG REEDEREI ;;335;0;4071; 13.6 ;12;1; CS ; 2000-12-01 00:00:00.0 ;0
 LIS201302914 ;" """"04012013002911"""" "; SAGA RUBY ;7214715; 2014-01-07 15:05 ; 2014-01-03 06:18 ; Malta ; CRUZEIROS ; JAMES RAWES NAVEGACAO LDA ; SOUTHAMPTON ; FUNCHAL ; 33 - TURISMO ; 245 - TERMINAL DE CRUZEIROS DE LISBOA ; Av. 24 de Julho, 126 1º Esq ;213470231; operations@jamesrawes.pt ; MZFP7 ;24492;0; 191.09 ; 8.2 ; MTMLA ; ACROMAS SHIPPING ;;361;9356;5954; 25.05 ;21;1; CA ; 1973-01-01 00:00:00.0 ;0
 LIS201400031 ;" """"04012014000031"""" "; MADEIRO ;9418913; 2014-01-07 16:34 ; 2014-01-04 11:37 ; Malta ; Tanque Químico ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; LEIXOES ; LEIXOES ; 1 - ABASTECIMENTO DE COMBUSTIVEL ; 800 - FUNDEADOR MAR DA PALHA ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; 9HSM9 ;13472;0; 149.95 ; 7.7 ; MTMLA ; MARE MARITIME CO SA ;;102;6361;20000; 23.2 ;15;1; CS ; 2008-01-01 00:00:00.0 ;0
 LIS201302925 ;" """"04012013002922"""" "; THIES MAERSK ;8819990; 2014-01-07 18:02 ; 2014-01-07 05:54 ; Dinamarca ; Porta-contentores ; MAERSK PORTUGAL-AG TRANSP.INT.,LDA ; LEIXOES ; MALAGA ; 14 - CARGA/DESCARGA ; 110 - TERM CONTENT ALCANTARA /  LISCONT ; AV.D.JOAO II Nº 1.16.05. L - 11º ;218980022; pt.manifest@maersk.com ; OXIF2 ;16982;7449; 162.26 ;8; DKTYB ; Moller-Maersk A/S ;;310;7449;21825; 27.83 ;19;1; CS ; 1992-01-01 00:00:00.0 ;0
 LIS201302936 ;" """"04012013002933"""" "; CALA PEDRA ;9164782; 2014-01-07 18:28 ; 2014-01-05 18:27 ; Italia ; Frigorífico ; GARLAND NAVEGACAO,LDA. ; VADA ; TURBO ; 14 - CARGA/DESCARGA ; 110 - TERM CONTENT ALCANTARA /  LISCONT ; Estrada Manuel Correia Lopes nº 682 ; +351 21 444 81 70 ; ops.lis@garland.pt ; IBMK ;14868;0; 189.73 ; 8.6 ; ITGOA ; SEATRADE GRONNINGEN BV ;;331;6071;16024; 24.02 ; 21.5 ;1; C69 ; 2000-01-01 00:00:00.0 ;560
 LIS201302877 ;" """"04012013002873"""" "; SANTA GIANNINA ;9141780; 2014-01-07 19:38 ; 2014-01-05 11:11 ; Liberia ; Porta-contentores ; CMA CGM PORTUGAL - AGENTES DENAVEGAÇÃO, SA ; LEIXOES ; SAN PEDRO ; 14 - CARGA/DESCARGA ; 805 - FUNDEADOR / QUADRO CENTRAL ; Cais das Oficinas, Edificio 114, Rocha Conde d’Óbidos ;213256220; lca.jsantos@cma-cgm.com ; A8IP8 ;21531;0; 182.03 ;8; LRMLW ; S&C SHIPPING AND CHARTERING CORPORATION, INC ;;310;11839;30173; 29.8 ;0;1; CS ; 1997-02-01 00:00:00.0 ;2061
 LIS201400043 ;" """"04012014000043"""" "; PRUDENCE ;9398046; 2014-01-07 20:29 ; 2014-01-07 10:06 ; Holanda ; Carga Geral single deck ; WILHELMSEN SHIPS SERVICE PORTUGAL, S.A. ; CEUTA ; DUNKERQUE ; 2 - ARRIBADO/ABASTECIMENTO DE MATIM/AGUA/LUBRIFICANTES ; 805 - FUNDEADOR / QUADRO CENTRAL ; R.FRADESSO DA SILVEIRA, 2 - 2ºA ; 213 210 900 ; wss.lisbon@wilhelmsen.com ; PHPN ;4106;1747; 118.4 ; 5.95 ; NLRTM ; Vertom Prudence BV ;;335;4106;6500; 13.4 ;12;1; CA ; 2008-05-27 00:00:00.0 ;0
 LIS201302939 ;" """"04012013002936"""" "; BIRCH 1 ;9122899; 2014-01-07 20:59 ; 2014-01-03 23:12 ; China ; Graneleiro ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; JORF LASFAR ; AVONMOUTH ; 1 - ABASTECIMENTO DE COMBUSTIVEL ; 800 - FUNDEADOR MAR DA PALHA ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; VRDP8 ;14743;0; 154.5 ; 9.2 ; HKHKG ; BIRCH SHIPPING LTD ;;202;0;24306;26;0;1; CS ; 1995-11-27 00:00:00.0 ;0
 LIS201400006 ;" """"04012014000006"""" "; EVIDENCE ;9136230; 2014-01-07 21:20 ; 2014-01-07 16:05 ; Holanda ; Porta-contentores ; OREY COMERCIO NAVEGACAO,SA ; SANTA CRUZ DE TENERIFE ; VILLAGARCIA DE AROSA ; 14 - CARGA/DESCARGA ; 110 - TERM CONTENT ALCANTARA /  LISCONT ; Rua Castilho , 14 – 4º ;210958272; lisboa@orey-shipping.com ; PCDA ;9191;0; 145.55 ; 7.9 ; NLHAR ; BOLUDA LINES ;;310;0;13100; 23.28 ;0;1; CA ; 1997-01-01 00:00:00.0 ;0
 LIS201400022 ;" """"04012014000022"""" "; SICHEM RUBY ;9344174; 2014-01-07 23:35 ; 2014-01-07 11:42 ; Malta ; Tanque Químico ; PEREZ TORRES, PORTUGAL LDA ; LEIXOES ; CARTAGENA ; 18 - DESCARGA ; 535 - TERM COMB REPSOL/BANATICA ; R. FRADESSO SILVEIRA, 4 - 2º A ;3,51213E+11; lisbon@barwilpereztorres.pt ; 9HA3915 ;5303;0; 114.99 ; 7.5 ; MTMLA ; TEAM TANKERS REGIONAL LTD ;;102;2631;8824; 18.2 ;14;1; CS ; 2006-08-12 00:00:00.0 ;0
