Processo;Contramarca;Navio;IMO;ATD;ATA;Bandeira;Tipo Navio;Agente Navegacao;Porto Seguinte;Porto Procedente;Motivo Escala;Local Atribuido;Morada Agente;Telefone Agente;Email Agente;Indicativo Chamada;GT;TAL;Comprimento;Calado Maximo;Porto Registo;Armador;Nome Anterior;Tipo;TAB;DWT;Boca Sinal;Velocidade Maxima;Tipo Trafego;Certificado Verde;Data Construcao;Capacidade Teus
LIS201901391;""04012019001393"";RAINBOW STAR;9380049;2019-07-02 18:46;2019-07-02 10:31;Hong-Kong;Tanque não discriminado;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;BILBAO;SINES;1 - ABASTECIMENTO DE COMBUSTIVEL;805_FUNDEADOURO QUADRO CENTRAL;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;VREU4;26914;0;182.5;7;HKHKG;Norient Product Pool ApS ;;105;0;47333;32.23;0;1;CA;undefined;0
LIS201901380;""04012019001383"";PANTONIO;9440576;2019-07-03 00:08;2019-06-30 07:26;Portugal;Porta-contentores;PMAR - Navegação Lda.;CANIÇAL;CANIÇAL;14 - CARGA/DESCARGA;264 - TERMINAL MULTIPURPOSE DE LISBOA;Rua Tomas Ribeiro 412, 1º;291 210 365;lsousa@pmar.pt;CQEC7;7545;0;129.66;7;PTM6E;GS Lines – Transportes Marítimos LDA;;310;0;8153;20.6;0;1;CA;Mon Jan 01 00:00:00 GMT 2007;0
LIS201901355;""04012019001358"";ZENOBE GRAMME;2004958;2019-07-03 10:12;2019-06-30 06:16;Belgica;Guerra;GARLAND NAVEGACAO,LDA.;PORTO DESCONHECIDO;ANTWERPEN;37 - VISITA OFICIAL OU ROTINA COM RECIPROCIDADE;130 - CAIS SUL DA DOCA DE ALCANTARA;Estrada Manuel Correia Lopes nº 682;+351 21 444 81 70;ops.lis@garland.pt;ORJJ;137;0;29;2.8;BEANR;;;981;0;0;6;22;1;;Tue Mar 09 00:00:00 GMT 2004;0
LIS201901398;""04012019001400"";BBC LAGOS;9570668;2019-07-03 13:40;2019-07-03 05:09;Antigua e Barbuda;Carga Geral single deck;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;TROMSO;TANGIER;1 - ABASTECIMENTO DE COMBUSTIVEL;805_FUNDEADOURO QUADRO CENTRAL;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;V2QI9;7138;0;130.18;5.82;AGSJO;FLINTER SHIPPING BV;;335;0;7960;16.5;0;1;CA;undefined;0
LIS201901329;""04012019001332"";BALTIC WASP;9722015;2019-07-03 16:08;2019-07-02 08:10;Ilhas Marshall;Graneleiro;CONTROL UNION PORTUGAL LDA;LA CORUNA;PANJANG, ST;18 - DESCARGA;495 - TERM GRANEIS SILOPOR/TRAFARIA;Rua Industrial Alfredo da Silva, 14, Gabinete P, CP 5051;351212740205;portugal.agency@controlunion.com;V7HZ4;36353;0;199.9;12.36;MHMAJ;ANGLO EASTERN SHIP MAN. LTD;;202;0;63389;32;0;1;CS;Fri Jan 02 00:00:00 GMT 2015;0
LIS201901383;""04012019001386"";ARKLOW VALLEY;9772553;2019-07-03 16:51;2019-07-02 01:08;Holanda;Carga Geral multi deck;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;ALTO  MAR;GALWAY;18 - DESCARGA;705 - TERM GRANEIS ATLANPORT/BARREIRO;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;PBBN;2999;0;86.93;5.5;NLRTM;ARKLOW SHIPPING ULC;;336;0;5169;15.1;0;1;CS;undefined;0
LIS201901396;""04012019001398"";SKS DONGGANG;9461855;2019-07-03 19:20;2019-07-03 06:52;Bahamas, Ilhas;Tanque não discriminado;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;SKIKDA;ROTTERDAM;1 - ABASTECIMENTO DE COMBUSTIVEL;805_FUNDEADOURO QUADRO CENTRAL;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;C6ZE4;65830;0;249.99;8.6;BSNAS;SKS TANKERS HOLDING AS;;105;0;119456;45.04;0;1;C69;undefined;0
LIS201901382;""04012019001385"";N DADAYLI;9045730;2019-07-04 01:35;2019-07-02 21:14;Turquia;Carga Geral single deck;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;LIVORNO (LEGHORN);FIGUEIRA DA FOZ;13 - CARGA;300 - CAIS DO POÇO DO BISPO / TMPB;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;TCCW7;4189;0;101.5;4.7;TRIST;UGUR DENIZCILIK AS;;335;0;6300;16.4;0;1;CS;Sat Sep 25 00:00:00 GMT 2004;0
LIS201901395;""04012019001397"";BAHIA TRES;9428671;2019-07-04 07:53;2019-07-03 23:28;Espanha;Tanque Petroleiro;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;SINES;SINES;21 - ESTACIONAMENTO EM CAIS;520 - EST.ASSIST.NAVAL PORTO LISBOA;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;EADC;4969;0;99.8;6;ESSCT;MURELOIL;;101;1859;6920;18;0;1;CS;Mon Apr 30 00:00:00 GMT 2007;0
LIS201901218;""04012019001221"";IRENES RESOLVE;9227273;2019-07-04 15:23;2019-07-02 20:29;Liberia;Porta-contentores;MARMEDSA - AGENCIA MARITIMA, LDA;ALGECIRAS;LE HAVRE;14 - CARGA/DESCARGA;110 - TERM CONTENT ALCANTARA /  LISCONT;Av. D. João II - nº. 51 – Piso 2 – Sala C Edificio Art’s – Parque das Nações;269869190;opsptlis@marmedsa.com;ELZU6;40085;0;257.38;10.2;LRMLW;GREENE SHIPPING CORPORATION;;310;0;51060;32.2;0;1;CA;Mon Jan 01 00:00:00 GMT 2001;0
LIS201901226;""04012019001229"";ULTRA GALAXY;9449352;2019-07-04 15:57;2019-06-15 12:26;Hong-Kong;Graneleiro;OCIDENAVE-NAVEGACAO LDA;PORTO DESCONHECIDO;REUNION;18 - DESCARGA;290 - CAIS DO BEATO / TMB;Estrada Manuel Correia Lopes nº 682;00351213461291;ops.lis@ocidenave.com;VREO3;10021;0;124.56;8.03;HKHKG;ULTRABULK SHIPPING A/S;;202;0;13802;21.2;0;1;ISP;Fri Sep 26 00:00:00 GMT 2008;0
LIS201901394;""04012019001396"";GUANARTEME;9280134;2019-07-04 16:30;2019-07-03 07:39;Espanha;Tanque não discriminado;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;SETUBAL;SINES;18 - DESCARGA;805_FUNDEADOURO QUADRO CENTRAL;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;ECFV;2815;0;96.61;6;ESSCT;DISTRIBUIDORA MARITIMA PETROGAS, S.L.U.;;105;0;4222;14.2;0;3;C69;Thu Jan 01 00:00:00 GMT 2004;0
LIS201901390;""04012019001392"";SANTANA;9449388;2019-07-04 16:35;2019-07-03 19:24;Liberia;Carga Geral multi deck;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;ALTO  MAR;IMMINGHAM;1 - ABASTECIMENTO DE COMBUSTIVEL;805_FUNDEADOURO QUADRO CENTRAL;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;D5FX2;7345;0;126.6;7.9;LRMLW;INTRESCO GMBH;;336;0;10860;18.64;0;1;CS;undefined;0
LIS201901193;""04012019001196"";SAFMARINE NAKURU;9356103;2019-07-04 18:14;2019-07-04 05:18;Hong-Kong;Porta-contentores;MAERSK PORTUGAL-AG TRANSP.INT.,LDA;LEIXOES;ALGECIRAS;18 - DESCARGA;110 - TERM CONTENT ALCANTARA /  LISCONT;AV.D.JOAO II Nº 1.16.05. L - 11º;218980022;pt.manifest@maersk.com;VRKZ8;25904;0;210.54;9;HKHKG;MAERSK SHIPPING HONG KONG;;310;0;35137;29.8;0;1;CS;undefined;0
LIS201901349;""04012019001352"";ANNE SIBUM;9396696;2019-07-04 20:28;2019-07-04 05:43;Chipre;Porta-contentores;ONE SHIPPING, LDA;ROTTERDAM;LEIXOES;14 - CARGA/DESCARGA;265 - TERM CONTENT STª APOLONIA/SOTAGUS;Estrada Manuel Correia Lopes 682;351 931121675;bruno.oliveira@one-line.com;C4YC2;10585;0;151.72;7.2;CYLMS;SIBUM SSW 1000 GmbH &  cO. KG;;310;0;13031;23.4;0;1;CS;Wed Nov 15 00:00:00 GMT 2006;0
LIS201901410;""04012019001412"";HARRISON BAY;9697636;2019-07-05 02:33;2019-07-04 15:59;Ilhas Marshall;Tanque Químico;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;ALTO  MAR;CONAKRY;1 - ABASTECIMENTO DE COMBUSTIVEL;805_FUNDEADOURO QUADRO CENTRAL;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;V7BQ7;29735;0;183.06;8.5;MHMAJ;SCORPIO COMMERCIAL MANAGEMENT;;102;0;49990;32.2;0;1;CA;undefined;0
LIS201901320;""04012019001323"";CORINNA;9593842;2019-07-05 06:52;2019-07-02 14:35;Grecia;Graneleiro;WILHELMSEN SHIPS SERVICE PORTUGAL, S.A.;BILBAO;LAS PALMAS DE GRAND CANARIA;18 - DESCARGA;540 - TERM GRANEIS SOVENA/PALENÇA;R.FRADESSO DA SILVEIRA, 2 - 2ºA;213 210 900;wss.lisbon@wilhelmsen.com;SVBT9;43951;0;224.89;13.6;GRPIR;CORINNA MARITIME INC (LIBERIA);;202;0;81675;32.26;13;1;CA;undefined;0
LIS201901403;""04012019001405"";AMKE;9374387;2019-07-05 07:41;2019-07-04 23:46;Portugal;Carga Geral multi deck;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;HAIFA;SANTANDER;1 - ABASTECIMENTO DE COMBUSTIVEL;805_FUNDEADOURO QUADRO CENTRAL;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;CQIZ5;5232;0;115.46;4.4;PTM6E;BRIESE SCHIFFAHRTS GMBH & CO KG;;336;0;6424;16.5;0;1;CA;undefined;0
LIS201901376;""04012019001379"";ARKLOW FERN;9527661;2019-07-05 10:15;2019-07-01 06:28;Irlanda;Carga Geral single deck;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;SUNDERLAND;PORTBURY;18 - DESCARGA;300 - CAIS DO POÇO DO BISPO / TMPB;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;EIJW5;2998;0;89.95;6.4;IEARK;ARKLOW SHIPPING LTD;;335;0;4960;14.5;0;1;CS;Fri Jan 01 00:00:00 GMT 2010;0
LIS201901418;""04012019001420"";LILA;9343819;2019-07-05 18:24;2019-07-05 12:04;Ilhas Marshall;Graneleiro;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;ROUEN;CASABLANCA;1 - ABASTECIMENTO DE COMBUSTIVEL;805_FUNDEADOURO QUADRO CENTRAL;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;V7HA8;7341;0;115.3;4.6;MHMAJ;Kaman Gemi Isletmeciligi AS;;202;0;12526;19.6;0;1;CS;undefined;0
LIS201900205;""04012019000204"";SIRENA;9187899;2019-07-05 19:02;2019-07-05 04:57;Ilhas Marshall;CRUZEIROS;ARENTHERN - AG NAVEG SOC UNIP LDA;PORTIMAO;CADIZ;33 - TURISMO;245 - TERMINAL DE CRUZEIROS DE LISBOA;Edifício Lisboa Oriente, Av. Infante D. Henrique, 333, Edifício 4 Piso 5, Escritório 62;211531178;ssantos@incargo.pt;V7RX6;30277;0;181;6;MHMAJ;OCEANIA CRUISES;;361;11450;2700;25.5;18;1;CS;Tue Jun 01 00:00:00 GMT 1999;0
LIS201901413;""04012019001415"";MERCURIO;7626097;2019-07-05 19:35;2019-07-05 08:27;Portugal;Rebocador;PMS - PORTUGUESE MARIT AGENCY LDA;ORAN (WAHRAN);VIANA DO CASTELO;13 - CARGA;360 - CAIS DO ORIENTE;Largo da Lagoa, 15 E;213405484;jprata@pmsagency.pt;CSTY;249;0;28.12;5.4;PTAVE;TINITA-TRANSPORTES E REBOQUES MARÍTIMOS SA;;431;0;189;9.14;11;2;CS;Mon Jan 01 00:00:00 GMT 1979;0
LIS201701658;""04012017001667"";VALA REAL;2224207;2019-07-05 19:35;2017-08-19 07:47;Portugal;Submersíveis / Plataformas / Estruturas Diversas;PMS - PORTUGUESE MARIT AGENCY LDA;ORAN (WAHRAN);FARO;40 - TREM DE REBOQUE - REBOCADO;360 - CAIS DO ORIENTE;Largo da Lagoa, 15 E;213405484;jprata@pmsagency.pt;LX-422-AL;519;0;43.1;3;PTLIS;SUBMARIT, SUBEMPREITADAS E TRABALHOS MARITIMOS LDA;;999;155;1000;15.7;0;5;CA;Wed Jun 09 00:00:00 GMT 2010;0
LIS201701657;""04012017001666"";EOLO;2223633;2019-07-05 19:35;2017-08-19 07:47;Portugal;Rebocador;PMS - PORTUGUESE MARIT AGENCY LDA;ORAN (WAHRAN);FARO;40 - TREM DE REBOQUE - REBOCADO;360 - CAIS DO ORIENTE;Largo da Lagoa, 15 E;213405484;jprata@pmsagency.pt;LX-89-RL;19.93;0;15.5;3;PTLIS;SUBMARIT-SUBEMPREITADAS E TRABALHOA MARITIMOS, LDA.;;431;893;893;3.43;0;5;;undefined;0
LIS201901401;""04012019001403"";AMBRA;9434175;2019-07-05 21:07;2019-07-04 05:27;Malta;Carga Geral multi deck;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;RAVENNA;AVILES;13 - CARGA;300 - CAIS DO POÇO DO BISPO / TMPB;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;9HWN8;12899;0;147.35;6;MTMLA;TKB SHIPPING A/S;;336;0;18510;22.5;0;1;CA;undefined;0
LIS201901389;""04012019001391"";ATLANTIS AUGUSTA;9390862;2019-07-05 21:47;2019-07-04 23:31;Malta;Tanque Químico;ATLANTIC LUSOFRETE – AFRETAMENTOS, TRANSPORTES E NAVEGAÇÃO S.A.;BARCELONA;AVEIRO;13 - CARGA;505 - TERM COMB  OZ /PORTO BUCHOS;Rua Castilho , 14 – 4º;897979899;sines@atlantic-susofretre.pt;9HA4543;4034;0;105.5;5.4;MTMLA;AUGUSTA SHIPPING LTD;;102;0;5645.4;16.8;0;1;CS;Wed Apr 12 00:00:00 GMT 2017;0
LIS201901379;""04012019001382"";INSULAR;9150420;2019-07-05 22:00;2019-07-01 21:21;Portugal;Porta-contentores;PMAR - Navegação Lda.;PONTA DELGADA;PONTA DELGADA;14 - CARGA/DESCARGA;264 - TERMINAL MULTIPURPOSE DE LISBOA;Rua Tomas Ribeiro 412, 1º;291 210 365;lsousa@pmar.pt;CSDD;5599;0;119.8;6;PTM6E;GS Lines – Transportes Marítimos LDA;;310;2679;6700;20;0;4;ISP;Thu Jan 01 00:00:00 GMT 1998;0
LIS201901266;""04012019001269"";SAFMARINE NUBA;9356115;2019-07-05 23:04;2019-07-04 14:10;Hong-Kong;Porta-contentores;MAERSK PORTUGAL-AG TRANSP.INT.,LDA;ALGECIRAS;LEIXOES;13 - CARGA;110 - TERM CONTENT ALCANTARA /  LISCONT;AV.D.JOAO II Nº 1.16.05. L - 11º;218980022;pt.manifest@maersk.com;VRLA5;25904;0;210.54;8.5;HKHKG;MAERSK SHIPPING HONG KONG;;310;0;35144;29.8;0;1;ISP;Tue Jan 01 00:00:00 GMT 2008;0
LIS201901405;""04012019001407"";ARLAU;9192650;2019-07-06 01:48;2019-07-04 12:25;Antigua e Barbuda;Carga Geral single deck;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;FIGUEIRA DA FOZ;KIEL;18 - DESCARGA;705 - TERM GRANEIS ATLANPORT/BARREIRO;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;V2OP2;2461;0;87.9;5.5;AGSJO;STRAHLMANN E REEDEREI;;335;1369;3701;12.8;0;1;CA;Sat May 01 00:00:00 GMT 2004;0
LIS201901370;""04012019001373"";CORVO;9381275;2019-07-06 02:15;2019-07-02 23:48;Portugal;Porta-contentores;BENSAUDE-AGENTES DE NAVEGACAO LDA;PONTA DELGADA;LEIXOES;14 - CARGA/DESCARGA;265 - TERM CONTENT STª APOLONIA/SOTAGUS;Praça Europa, nº2  Cais do Sodré;00351213243620 ;pedro.cardoso@bensaude.pt;CSBH;7064;0;119.9;7;PTPDL;MUTUALISTA ACOREANA DE TRANSPORTES MARITIMOS,SA;;310;0;9000;20;16;1;CS;Tue Jan 23 00:00:00 GMT 2007;410
LIS201901378;""04012019001381"";SMALAND;9277321;2019-07-06 08:10;2019-07-04 15:33;Portugal;Misto - Carga geral / Contentores;PORTMAR-AGENCIA DE NAVEGACAO LDA;CASABLANCA;CASABLANCA;13 - CARGA;290 - CAIS DO BEATO / TMB;Rua da Cintura do Porto de Lisboa, Armazém 20 – 2º Piso;218391880;lisboa.office@portmar.pt;CQAV8;5057;0;119.98;4.5;PTM6E;Tom Worden GmbH & Co KG;;339;0;7707;15.43;0;1;C69;Thu Jan 01 00:00:00 GMT 2004;0
LIS201901412;""04012019001414"";SANTA MARIA MANUELA;5312628;2019-07-06 11:30;2019-07-04 12:05;Portugal;Não Discriminado;BENSAUDE-AGENTES DE NAVEGACAO LDA;CASCAIS;OPORTO (DOURO);25 - MISSAO CIENTIFICA, CULTURAL AUTORIZADA PELA APL;360 - CAIS DO ORIENTE;Praça Europa, nº2  Cais do Sodré;00351213243620 ;pedro.cardoso@bensaude.pt;CSKO;607;0;62.64;4.3;PTM6E;Recheio Cash & Carry, S.A.;;499;390;164;9.94;13;1;ISP;Mon May 10 00:00:00 GMT 1937;0
LIS201901359;""04012019001362"";ORAMALIA;9392640;2019-07-06 14:13;2019-07-04 15:30;Gibraltar;Tanque Químico;CINTIA NAVE-AFRET. MARITIMOS,LDA;JORF LASFAR;MARIUPOL (ZHDANOV);18 - DESCARGA;705 - TERM GRANEIS ATLANPORT/BARREIRO;R. CARLOS MARDEL, Nº5 - 1º;218439002;cintia.nave@mail.telepac.pt;ZDNQ4;3933;0;103;7;GIGIB;SOUTH END TANKER MANAGEMENT BV;;102;3933;6863;16.02;0;1;CS;Mon Jan 01 00:00:00 GMT 2007;0
LIS201901362;""04012019001365"";X-PRESS MONTE CERVINO;9292943;2019-07-06 15:20;2019-07-04 18:20;Malta;Porta-contentores;GARLAND NAVEGACAO,LDA.;LEIXOES;TANGIER;14 - CARGA/DESCARGA;110 - TERM CONTENT ALCANTARA /  LISCONT;Estrada Manuel Correia Lopes nº 682;+351 21 444 81 70;ops.lis@garland.pt;9HA3980;6454;0;126.82;6;MTMLA;NORBULK SHIPPING UK LTD;;310;0;8505;19.4;0;1;ISP;Mon Feb 10 00:00:00 GMT 2003;0
LIS201901363;""04012019001366"";NORDICA;9483695;2019-07-06 16:25;2019-07-04 12:05;Holanda;Porta-contentores;GARLAND NAVEGACAO,LDA.;ROTTERDAM;LEIXOES;14 - CARGA/DESCARGA;265 - TERM CONTENT STª APOLONIA/SOTAGUS;Estrada Manuel Correia Lopes nº 682;+351 21 444 81 70;ops.lis@garland.pt;PCSK;10318;0;151.74;7;NLSNK;VISSER SHIPPING ;;310;0;13200;23.4;0;1;CS;Sat Nov 20 00:00:00 GMT 2010;0
LIS201901415;""04012019001417"";BAHIA TRES;9428671;2019-07-06 17:26;2019-07-05 20:49;Espanha;Tanque Petroleiro;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;SINES;SINES;18 - DESCARGA;520 - EST.ASSIST.NAVAL PORTO LISBOA;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;EADC;4969;0;99.8;6;ESSCT;MURELOIL;;101;1859;6920;18;0;1;CS;Mon Apr 30 00:00:00 GMT 2007;0
LIS201901384;""04012019001387"";ELITE;9315018;2019-07-06 20:56;2019-07-04 21:32;Holanda;Misto - Carga geral / Contentores;WEC LINES-IBERO PORTUGAL LDA;SETUBAL;LEIXOES;14 - CARGA/DESCARGA;265 - TERM CONTENT STª APOLONIA/SOTAGUS;Rua do Progresso 471 3º  teste;213895541 ;Operations.Sines@wec-ibero.pt;PHDA;11662;0;149.14;6.4;NLHAR;ELITE SHIPPING B.V.;;339;0;13682;22.5;0;1;ISP;Wed Jun 01 00:00:00 GMT 2005;0
LIS201901393;""04012019001395"";FUNCHALENSE 5;9388390;2019-07-06 21:15;2019-07-05 06:36;Portugal;Porta-contentores;PMAR - Navegação Lda.;CANIÇAL;PORTO SANTO;14 - CARGA/DESCARGA;264 - TERMINAL MULTIPURPOSE DE LISBOA;Rua Tomas Ribeiro 412, 1º;291 210 365;lsousa@pmar.pt;CSKN;7580;0;126.87;6;PTM6E;GS Lines – Transportes Marítimos LDA;;310;3586;8450;20.4;18.5;4;CS;Fri Jan 01 00:00:00 GMT 2010;724
