 Processo ; Contramarca ; Navio ; IMO ; ATD ; ATA ; Bandeira ; Tipo Navio ; Agente Navegacao ; Porto Seguinte ; Porto Procedente ; Motivo Escala ; Local Atribuido ; Morada Agente ; Telefone Agente ; Email Agente ; Indicativo Chamada ; GT ; TAL ; Comprimento ; Calado Maximo ; Porto Registo ; Armador ; Nome Anterior ; Tipo ; TAB ; DWT ; Boca Sinal ; Velocidade Maxima ; Tipo Trafego ; Certificado Verde ; Data Construcao ; Capacidade Teus 
 LIS201402797 ;" """"04012014002811"""" "; MAERSK NEWPORT ;9356127; 2015-01-03 01:49 ; 2015-01-01 07:15 ; Dinamarca ; Porta-contentores ; MAERSK PORTUGAL-AG TRANSP.INT.,LDA ; ALGECIRAS ; LEIXOES ; 14 - CARGA/DESCARGA ; 110 - TERM CONTENT ALCANTARA /  LISCONT ; AV.D.JOAO II Nº 1.16.05. L - 11º ;218980022; pt.manifest@maersk.com ; OZDJ2 ;25888;0; 210.54 ;8; DKCPH ; A. P. MOELLER -MAERSK A/S ;;310;0;35483; 29.8 ;0;1; CS ; 2008-01-01 00:00:00.0 ;0
 LIS201402818 ;" """"04012014002832"""" "; STOLT PETREL ;8920543; 2015-01-03 05:58 ; 2014-12-29 18:11 ; Reino Unido ; Tanque Petroleiro ; ATLANTIC LUSOFRETE – AFRETAMENTOS, TRANSPORTES E NAVEGAÇÃO S.A. ; NORDENHAM ; BILBAO ; 18 - DESCARGA ; 505 - TERM COMB  OZ /PORTO BUCHOS ; Rua Castilho , 14 – 4º ;897979899; sines@atlantic-susofretre.pt ; mvrc3 ;3206;0; 96.25 ; 5.5 ; GBCDF ; STOLT TANKERS BV ;;101;1357;4761; 15.12 ;12;1; CS ; 1992-01-01 00:00:00.0 ;0
 LIS201402834 ;" """"04012014002848"""" "; LEENI ;9377092; 2015-01-03 09:57 ; 2015-01-02 05:19 ; Chipre ; Tanque não discriminado ; WILHELMSEN SHIPS SERVICE PORTUGAL, S.A. ; ALTO  MAR ; KALININGRAD ; 18 - DESCARGA ; 300 - CAIS DO POÇO DO BISPO / TMPB ; R.FRADESSO DA SILVEIRA, 2 - 2ºA ; 213 210 900 ; wss.lisbon@wilhelmsen.com ; C4LT2 ;2906;0;90; 5.9 ; CYLMS ; SIMONSEN CHARTERING APS ;;105;0;4580; 15.2 ;12;1; CA ; 2006-01-01 00:00:00.0 ;0
 LIS201402838 ;" """"04012014002852"""" "; IREM KALKAVAN ;9322865; 2015-01-03 15:02 ; 2015-01-02 13:25 ; Ilhas Marshall ; Carga Geral single deck ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; TANGIER ; KALILIIMENES ; 18 - DESCARGA ; 110 - TERM CONTENT ALCANTARA /  LISCONT ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; V7JT5 ;10308;0; 149.6 ;7; MHMAJ ; KALKAVAN ECIR-HAMBURG ;;335;0;12545; 22.7 ;0;1; CS ; 2006-02-28 00:00:00.0 ;0
 LIS201500003 ;" """"04012015000003"""" "; SICHEM RUBY ;9344174; 2015-01-03 15:56 ; 2015-01-03 00:30 ; Malta ; Tanque Químico ; PEREZ TORRES, PORTUGAL LDA ; BILBAO ; LEIXOES ; 18 - DESCARGA ; 535 - TERM COMB REPSOL/BANATICA ; R. FRADESSO SILVEIRA, 4 - 2º A ;3,51E+11; lisbon@barwilpereztorres.pt ; 9HA3915 ;5303;0; 114.99 ; 6.62 ; MTMLA ; TEAM TANKERS REGIONAL LTD ;;102;2631;8824; 18.2 ;14;1; CS ; 2006-08-12 00:00:00.0 ;0
 LIS201402799 ;" """"04012014002813"""" "; QUEEN ELIZABETH ;9477438; 2015-01-03 18:06 ; 2015-01-03 06:41 ; Bermudas ; CRUZEIROS ; JAMES RAWES NAVEGACAO LDA ; SOUTHAMPTON ; SANTA CRUZ DE TENERIFE ; 33 - TURISMO ; 245 - TERMINAL DE CRUZEIROS DE LISBOA ; Av. 24 de Julho, 126 1º Esq ;213470231; operations@jamesrawes.pt ; ZCEF2 ;90901;0;294;8; BMBDA ; CUNARD LINE ;;361;50157;7685; 32.3 ;0;1; CA ; 2010-10-01 00:00:00.0 ;0
 LIS201402821 ;" """"04012014002835"""" "; FURNAS ;9164548; 2015-01-03 18:11 ; 2014-12-29 23:22 ; Portugal ; Porta-contentores ; BENSAUDE-AGENTES DE NAVEGACAO LDA ; PONTA DELGADA ; PONTA DELGADA ; 14 - CARGA/DESCARGA ; 265 - TERM CONTENT STª APOLONIA/SOTAGUS ; Praça Europa, nº2  Cais do Sodré ;3,51E+11; pedro.cardoso@bensaude.pt ; CSBK ;4450;0; 100.6 ; 6.5 ; PTPDL ; MUTUALISTA ACOREANA DE TRANSPORTES MARITIMOS,SA ;;310;2150;5555; 18.8 ;0;4; ISP ; 1999-03-01 00:00:00.0 ;275
 LIS201402800 ;" """"04012014002814"""" "; PONTA DO SOL ;9141613; 2015-01-03 18:59 ; 2014-12-28 14:28 ; Portugal ; Porta-contentores ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; PONTA DELGADA ; VELAS ; 18 - DESCARGA ; 264 - TERMINAL MULTIPURPOSE DE LISBOA ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; CSCR ;4115;0; 100.62 ;6; PTM6E ; TRANSINSULAR ;;310;2005;5184; 16.2 ;15;1; CS ; 1997-03-01 00:00:00.0 ;0
 LIS201402805 ;" """"04012014002819"""" "; BOREALIS ;9122552; 2015-01-03 20:45 ; 2015-01-03 08:13 ; Holanda ; CRUZEIROS ; JAMES RAWES NAVEGACAO LDA ; ROTTERDAM ; CADIZ ; 33 - TURISMO ; 245 - TERMINAL DE CRUZEIROS DE LISBOA ; Av. 24 de Julho, 126 1º Esq ;213470231; operations@jamesrawes.pt ; PDGS ;61849;0; 237.95 ;8; NLRTM ; HOLLAND AMERICA LINE (CARNIVAL) ;;361;29017;6354; 32.29 ; 22.5 ;1; CA ; 1996-01-01 00:00:00.0 ;0
 LIS201402849 ;" """"04012014002863"""" "; FUNCHALENSE 5 ;9388390; 2015-01-03 21:53 ; 2015-01-01 07:41 ; Portugal ; Porta-contentores ; VIA OCEANO AGENTES DE NAVEGAÇÃO LDA ; CANIÇAL ; CANIÇAL ; 14 - CARGA/DESCARGA ; 290 - CAIS DO BEATO / TMB ; LARGO VARADOUROS N.º 4, 3º ; 220126242/3/4 ; lsousa@gruposousa.pt ; CSKN ;7580;0; 126.87 ;6; PTM6E ; GS Lines – Transportes Marítimos LDA ;;310;3586;8450; 20.4 ; 18.5 ;4; CA ; 2010-01-01 00:00:00.0 ;724
 LIS201402843 ;" """"04012014002857"""" "; MONTE BRASIL ;9083055; 2015-01-03 22:01 ; 2015-01-03 00:52 ; Portugal ; Porta-contentores ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; CANIÇAL ; LEIXOES ; 14 - CARGA/DESCARGA ; 264 - TERMINAL MULTIPURPOSE DE LISBOA ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; CSEM ;7039;0; 126.12 ;6; PTM6E ; TRANSINSULAR ;;310;3870;8450; 19.4 ;0;4; CS ; 1994-01-01 00:00:00.0 ;0
 LIS201402824 ;" """"04012014002838"""" "; CRYSTALWATER ;9148843; 2015-01-04 08:55 ; 2015-01-03 09:38 ; Malta ; Tanque Químico ; NAIADE-CONSULTORES MARITIMOS LDA ; GIBRALTAR ; MALTA (VALETTA) ; 18 - DESCARGA ; 505 - TERM COMB  OZ /PORTO BUCHOS ; Rua de Pedrouços, 64 - 3º. Esq. ;213016387; lisboa@naiade.pt ; PCAK ;1655;0; 79.9 ;5; MTMLA ; CRYSTALWATER NAVIGATION LIMITED ;;102;0;2683; 11.14 ;12;1; CS ; 1997-01-01 00:00:00.0 ;0
 LIS201402856 ;" """"04012014002870"""" "; ANDESGAS ;8813104; 2015-01-04 15:05 ; 2015-01-04 00:09 ; Panama ; Tanque Gás Liquefeito ; PINTO BASTO IV-SERVICOS MARITIMOS,LDA ; ARZEW ; AVILES ; 50 - DESCARGA NAVIO TANQUE IMDG CLASSES 2, 6 OU 8 ; 710 - TERM GRANEIS ALKION/BARREIRO ; AV 24 DE JULHO 1-D ;269862598; agency.sines@pintobasto.com ; 3EOD5 ;11822;3792;158;8; PAPTY ; Posavina Shipping Inc ;;103;11822;16263; 21.3 ;15;1; CS ; 1991-01-01 00:00:00.0 ;0
 LIS201402846 ;" """"04012014002860"""" "; ELITE ;9315018; 2015-01-04 15:38 ; 2015-01-04 06:15 ; Holanda ; Misto - Carga geral / Contentores ; IBERO LINHAS TRANSPORTES LDA ; SETUBAL ; LEIXOES ; 14 - CARGA/DESCARGA ; 265 - TERM CONTENT STª APOLONIA/SOTAGUS ; RUA 2 EDIF. VERDE, 2º ESQ ;3,51E+11; paula.alves@lisboa.iberolinhas.pt ; PHDA ;11662;0; 149.14 ; 7.5 ; NLHAR ; ELITE SHIPPING B.V. ;;339;0;13682; 22.5 ;0;1; C69 ; 2005-06-01 00:00:00.0 ;0
 LIS201402842 ;" """"04012014002856"""" "; NILEDUTCH IMPALA ;9241451; 2015-01-04 19:09 ; 2015-01-01 19:55 ; Chipre ; Porta-contentores ; MARMEDSA - AGENCIA MARITIMA, LDA ; ANTWERPEN ; LAGOS ; 18 - DESCARGA ; 265 - TERM CONTENT STª APOLONIA/SOTAGUS ; Av. D. João II - nº. 51 – Piso 2 – Sala C Edificio Art’s – Parque das Nações ;269869190; opsptlis@marmedsa.com ; P3MU9 ;25407;0; 207.3 ; 7.9 ; CYLMS ;" SCHIFFFAHRTSGESELLSCHAFT MS ""ATLANTIC"" MBH & CO. KG ";;310;12733;33853; 29.8 ;0;1; CA ; 2003-01-01 00:00:00.0 ;0
 LIS201402836 ;" """"04012014002850"""" "; X-PRESS MULHACEN ;9365960; 2015-01-04 19:56 ; 2015-01-03 17:44 ; Malta ; Porta-contentores ; GARLAND NAVEGACAO,LDA. ; LEIXOES ; CASABLANCA ; 14 - CARGA/DESCARGA ; 110 - TERM CONTENT ALCANTARA /  LISCONT ; Estrada Manuel Correia Lopes nº 682 ; +351 21 444 81 70 ; ops.lis@garland.pt ; 9HA3465 ;7702;0; 141.61 ; 6.5 ; MTMLA ; NORBULK SHIPPING PTE LTD ;;310;0;9620; 20.6 ;0;1; CS ; 2006-01-01 00:00:00.0 ;806
 LIS201402852 ;" """"04012014002866"""" "; WEC BRUEGHEL ;9143972; 2015-01-04 22:07 ; 2015-01-04 13:36 ; Portugal ; Porta-contentores ; IBERO LINHAS TRANSPORTES LDA ; CASABLANCA ; LEIXOES ; 14 - CARGA/DESCARGA ; 265 - TERM CONTENT STª APOLONIA/SOTAGUS ; RUA 2 EDIF. VERDE, 2º ESQ ;3,51E+11; paula.alves@lisboa.iberolinhas.pt ; MCXD5 ;6362;0; 121.35 ; 6.5 ; PTM6E ; K-OCEAN SECHSTE ;;310;3998;7224; 18.2 ;0;1; CS ; 1998-12-30 00:00:00.0 ;700
 LIS201402794 ;" """"04012014002808"""" "; MANATEE ;9377690; 2015-01-04 23:01 ; 2014-12-31 10:30 ; Liberia ; Porta-contentores ; PORTMAR-AGENCIA DE NAVEGACAO LDA ; LEIXOES ; BISSAU ; 14 - CARGA/DESCARGA ; 264 - TERMINAL MULTIPURPOSE DE LISBOA ; Rua da Cintura do Porto de Lisboa, Armazém 20 – 2º Piso ;218391880; lisboa.office@portmar.pt ; D5FH9 ;17518;0; 171.99 ; 6.8 ; LRMLW ; PROSPEROUS MARITIME HOLDING LTD ;;310;8004;21416; 27.6 ; 19.7 ;1; CS ; 2006-09-01 00:00:00.0 ;1577
 LIS201402822 ;" """"04012014002836"""" "; OPDR CADIZ ;9216858; 2015-01-05 16:21 ; 2015-01-03 17:02 ; Espanha ; Porta-contentores ; OPDR IBERIA - UNIP LDA ; TILBURY ; HUELVA ; 14 - CARGA/DESCARGA ; 300 - CAIS DO POÇO DO BISPO / TMPB ; AV D CARLOS I, Nº44 - 3RD FL 1200-649 LISBOA ;;; EBWM ;7360;3085; 127.95 ; 7.1 ; ESSCT ; OLDENBURG-PORTUGIESISCHE ;;310;7360;8394; 20.6 ;17;1; CS ; 2003-01-01 00:00:00.0 ;698
 LIS201500007 ;" """"04012015000007"""" "; LEVANT HORIZON ;9126467; 2015-01-05 19:45 ; 2015-01-04 22:22 ; Panama ; Misto - Carga geral / Contentores ; VIA OCEANO AGENTES DE NAVEGAÇÃO LDA ; LEIXOES ; PONTA DELGADA ; 18 - DESCARGA ; 265 - TERM CONTENT STª APOLONIA/SOTAGUS ; LARGO VARADOUROS N.º 4, 3º ; 220126242/3/4 ; lsousa@gruposousa.pt ; 3FML3 ;5712;0; 122.55 ; 6.8 ; PAPTY ; LEVANT MARINE GROUP SA ;;339;2649;6917;19;0;1; ISP ; 1996-01-01 00:00:00.0 ;0
 LIS201402829 ;" """"04012014002843"""" "; EVIDENCE ;9136230; 2015-01-05 20:49 ; 2015-01-05 15:26 ; Holanda ; Porta-contentores ; OREY COMERCIO NAVEGACAO,SA ; SANTA CRUZ DE TENERIFE ; VILLAGARCIA DE AROSA ; 14 - CARGA/DESCARGA ; 110 - TERM CONTENT ALCANTARA /  LISCONT ; Rua Castilho , 14 – 4º ;210958272; lisboa@orey-shipping.com ; PCDA ;9191;0; 145.55 ;8; NLHAR ; BOLUDA LINES ;;310;0;13100; 23.28 ;0;1; CS ; 1997-01-01 00:00:00.0 ;0
 LIS201402744 ;" """"04012014002758"""" "; GRANDE GABON ;9437933; 2015-01-05 23:36 ; 2015-01-04 01:30 ; Italia ; Ro-Ro não discriminado ; GRIMALDI PORTUGAL, LDA ; CASABLANCA ; LEIXOES ; 14 - CARGA/DESCARGA ; 265 - TERM CONTENT STª APOLONIA/SOTAGUS ; Rua D. Luís I – Nº 19, 2º Esq. ;213216300; accounting@grimaldi.pt ; IBNV ;47658;0;211; 9.6 ; ITPMO ; Grimaldi Group ;;333;0;60348; 32.26 ;0;1; ISO ; 2011-05-05 00:00:00.0 ;0
 LIS201402851 ;" """"04012014002865"""" "; MOMENTUM SCAN ;9534432; 2015-01-06 00:26 ; 2015-01-05 01:20 ; Holanda ; Carga Geral single deck ; PINTO BASTO IV-SERVICOS MARITIMOS,LDA ; DUNKERQUE ; OWENDO ; 18 - DESCARGA ; 300 - CAIS DO POÇO DO BISPO / TMPB ; AV 24 DE JULHO 1-D ;269862598; agency.sines@pintobasto.com ; PCGO ;6693;0; 116.26 ;5; NLGRQ ; CFL MOMENTUM BEHEER BV ;;335;0;10049; 17.8 ;0;1; CS ; undefined ;0
 LIS201402735 ;" """"04012014002749"""" "; SPITHA ;9290153; 2015-01-06 01:00 ; 2014-12-21 13:30 ; Chipre ; Graneleiro ; OCIDENAVE-NAVEGACAO LDA ; PORTO DESCONHECIDO ; CONSTANTA ; 18 - DESCARGA ; 495 - TERM GRANEIS SILOPOR/TRAFARIA ; Estrada Manuel Correia Lopes nº 682 ;3,51E+11; ops.lis@ocidenave.com ; C4BV2 ;41059;0;225; 12.95 ; CYLMS ; EFNAV COMPANY LTD ;;202;0;75411; 32.24 ;0;1; CS ; 2005-01-01 00:00:00.0 ;0
 LIS201402844 ;" """"04012014002858"""" "; MAX STRENGTH ;9351103; 2015-01-06 02:01 ; 2015-01-05 16:24 ; Malta ; Porta-contentores ; GARLAND NAVEGACAO,LDA. ; CASABLANCA ; LEIXOES ; 14 - CARGA/DESCARGA ; 110 - TERM CONTENT ALCANTARA /  LISCONT ; Estrada Manuel Correia Lopes nº 682 ; +351 21 444 81 70 ; ops.lis@garland.pt ; 9HA4087 ;7532;0; 126.79 ; 6.4 ; MTMLA ; BMAX SHIPPING LTD ;;310;0;8685; 20.4 ; 17.5 ;1; C69 ; 2006-12-01 00:00:00.0 ;0
 LIS201500008 ;" """"04012015000008"""" "; SANTA CRUZ ;9442495; 2015-01-06 02:40 ; 2015-01-04 07:30 ; Panama ; Graneleiro ; WILHELMSEN SHIPS SERVICE PORTUGAL, S.A. ; TEESPORT ; JORF LASFAR ; 1 - ABASTECIMENTO DE COMBUSTIVEL ; 805_FUNDEADOURO QUADRO CENTRAL ; R.FRADESSO DA SILVEIRA, 2 - 2ºA ; 213 210 900 ; wss.lisbon@wilhelmsen.com ; 3FRS3 ;44366;0;229; 8.6 ; PAPTY ; MITSUBISHI ORE TRANSPORT CO  ;;202;0;83456; 32.24 ;0;1; CA ; 2011-04-20 00:00:00.0 ;0
 LIS201402858 ;" """"04012014002872"""" "; CONMAR HAWK ;9244207; 2015-01-06 16:00 ; 2015-01-06 06:11 ; Reino Unido ; Porta-contentores ; K LINE (PORTUGAL) AGENTES NAVEGACAOSA ; LEIXOES ; GIJON ; 14 - CARGA/DESCARGA ; 265 - TERM CONTENT STª APOLONIA/SOTAGUS ; Estrada Manuel Correia Lopes, nº 682 Conceição da Abóboda ;; kline.lis@klineportugal.com ; VQGH9 ;6191;0; 132.54 ; 6.8 ; GBLON ; CONMAR SHIPPING GMBH & CO. ;;310;3075;8000; 19.2 ;18;1; CS ; 2002-01-01 00:00:00.0 ;0
 LIS201402709 ;" """"04012014002721"""" "; ECO SPITFIRE ;9473705; 2015-01-06 16:25 ; 2015-01-02 06:00 ; ISLE of MAN ; Graneleiro ; CINTIA NAVE-AFRET. MARITIMOS,LDA ; ALTO  MAR ; BOURGAS ; 18 - DESCARGA ; 540 - TERM GRANEIS SOVENA/PALENÇA ; R. CARLOS MARDEL, Nº5 - 1º ;218439002; cintia.nave@mail.telepac.pt ; 2HEA4 ;21229;0; 179.99 ; 7.5 ; IMDGS ; BRAVE MARITIME ;;202;0;33706; 28.2 ;0;1;; 2012-03-03 00:00:00.0 ;0
 LIS201500028 ;" """"04012015000028"""" "; WILSON LIVORNO ;9617325; 2015-01-06 16:52 ; 2015-01-06 10:20 ; Chipre ; Carga Geral single deck ; ARENTHERN - AG NAVEG SOC UNIP LDA ; MO I RANA ; SINES ; 1 - ABASTECIMENTO DE COMBUSTIVEL ; 535 - TERM COMB REPSOL/BANATICA ; Edifício Lisboa Oriente, Av. Infante D. Henrique, 333, Edifício 4 Piso 5, Escritório 62 ;211531178; ssantos@incargo.pt ; 5BNF3 ;2589;0; 89.86 ; 5.4 ; CYLMS ; LOHMANN BEREEDERUNGEN ;;335;0;3800; 12.8 ;0;1; CS ; undefined ;0
 LIS201402860 ;" """"04012014002874"""" "; CALYPSO ;9370305; 2015-01-06 23:46 ; 2015-01-06 05:32 ; Holanda ; Carga Geral single deck ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; TARRAFAL ; NEWPORT, ISLE OF WIGHT ; 13 - CARGA ; 300 - CAIS DO POÇO DO BISPO / TMPB ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; PCMI ;2545;0; 88.6 ; 3.5 ; NLRTM ; ALECTO CHARTERING & TRADING BV ;;335;0;3758; 12.5 ;0;1; CA ; 2011-09-06 00:00:00.0 ;0
 LIS201500025 ;" """"04012015000025"""" "; KARINA C ;9558000; 2015-01-07 00:23 ; 2015-01-06 07:38 ; Reino Unido ; Carga Geral single deck ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; ROUEN ; SAFI ; 1 - ABASTECIMENTO DE COMBUSTIVEL ; 805_FUNDEADOURO QUADRO CENTRAL ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; 2DMS9 ;4151;0; 106.07 ; 6.8 ; GBCOW ; CARISBROOKE SHIPPING LTD ;;335;0;6750; 15.5 ;0;1; C69 ; 2010-08-03 00:00:00.0 ;0
 LIS201402845 ;" """"04012014002859"""" "; LUMEN ;9136125; 2015-01-07 01:38 ; 2015-01-02 22:28 ; Antigua e Barbuda ; Misto - Carga geral / Contentores ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; PASAJES ; SAGUNTO ; 14 - CARGA/DESCARGA ; 705 - TERM GRANEIS ATLANPORT/BARREIRO ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; V2QS5 ;2848;0; 90.46 ; 5.5 ; AGSJO ; Atrica-Marine Ltd ;;339;1601;4300; 13.2 ;12;1; CA ; 1995-03-01 00:00:00.0 ;0
