Processo;Contramarca;Navio;IMO;ATD;ATA;Bandeira;Tipo Navio;Agente Navegacao;Porto Seguinte;Porto Procedente;Motivo Escala;Local Atribuido;Morada Agente;Telefone Agente;Email Agente;Indicativo Chamada;GT;TAL;Comprimento;Calado Maximo;Porto Registo;Armador;Nome Anterior;Tipo;TAB;DWT;Boca Sinal;Velocidade Maxima;Tipo Trafego;Certificado Verde;Data Construcao;Capacidade Teus
LIS201900002;""04012019000002"";QUEEN VICTORIA;9320556;2019-01-03 18:42;2019-01-03 08:50;Bermudas;CRUZEIROS;JAMES RAWES NAVEGACAO LDA;SOUTHAMPTON;CADIZ;33 - TURISMO;245 - TERMINAL DE CRUZEIROS DE LISBOA;Av. 24 de Julho, 126 1º Esq;213470231;operations@jamesrawes.pt;ZCEF3;90049;0;294;7.99;BMBDA;P&O CRUISES;;361;0;7685;32.25;29.5;1;ISO;Wed Aug 22 00:00:00 GMT 2007;0
LIS201802530;""04012018002543"";MARCO POLO;6417097;2019-01-03 18:58;2019-01-03 06:33;Bahamas, Ilhas;CRUZEIROS;JAMES RAWES NAVEGACAO LDA;BRISTOL;FUNCHAL;33 - TURISMO;245 - TERMINAL DE CRUZEIROS DE LISBOA;Av. 24 de Julho, 126 1º Esq;213470231;operations@jamesrawes.pt;C6JZ7;22080;0;176.29;8;BSNAS;CRUISE MARITIME VOYAGES;;361;9081;5180;23.6;21;1;CS;Mon Mar 01 00:00:00 GMT 1965;0
LIS201802493;""04012018002506"";ARKLOW FREEDOM;9361756;2019-01-03 19:52;2018-12-24 14:54;Irlanda;Misto - Carga geral / Contentores;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;AVONMOUTH;GLASGOW;18 - DESCARGA;800_FUNDEADOURO MAR DA PALHA;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;EIEX9;2998;0;89.95;6.4;IEARK;CHARLES M WILLIE & CO SHIPPING;;339;1673;4500;14.4;0;1;C69;Tue Jan 01 00:00:00 GMT 2008;0
LIS201900012;""04012019000012"";ORIANA;9050137;2019-01-04 01:06;2019-01-03 06:51;Bermudas;CRUZEIROS;JAMES RAWES NAVEGACAO LDA;SOUTHAMPTON;SANTA CRUZ DE TENERIFE;33 - TURISMO;245 - TERMINAL DE CRUZEIROS DE LISBOA;Av. 24 de Julho, 126 1º Esq;213470231;operations@jamesrawes.pt;ZCDU9;69840;0;260;8.5;BMBDA;P&O CRUISES;;361;36829;6260;32.2;24;1;ISO;Sun Jan 01 00:00:00 GMT 1995;0
LIS201802533;""04012018002546"";NARWA;9454814;2019-01-04 07:19;2019-01-03 05:20;Antigua e Barbuda;Carga Geral single deck;WILHELMSEN SHIPS SERVICE PORTUGAL, S.A.;ALTO  MAR;BLAYE;18 - DESCARGA;305 - TERM GRANEIS SILOPOR/BEATO;R.FRADESSO DA SILVEIRA, 2 - 2ºA;213 210 900;wss.lisbon@wilhelmsen.com;V2DN2;4255;0;114.4;6.2;AGSJO;STRAHLMANN E REEDEREI;;335;0;6050;14.5;12;1;CA;Tue Jan 13 00:00:00 GMT 2009;256
LIS201802504;""04012018002517"";DRAGONERA;9191943;2019-01-04 09:14;2018-12-31 16:44;Antigua e Barbuda;Carga Geral single deck;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;ALTO  MAR;Arinaga ;18 - DESCARGA;705 - TERM GRANEIS ATLANPORT/BARREIRO;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;V2HE9;4244;0;99.98;6.45;AGSJO;RES CHARTERING GMBH;;335;0;5555;16.5;0;1;CA;Wed Aug 01 00:00:00 GMT 2007;0
LIS201802506;""04012018002519"";ISTRIAN EXPRESS;9474383;2019-01-04 09:27;2018-12-30 14:59;Gibraltar;Porta-contentores;GARLAND NAVEGACAO,LDA.;LE HAVRE;LEIXOES;14 - CARGA/DESCARGA;265 - TERM CONTENT STª APOLONIA/SOTAGUS;Estrada Manuel Correia Lopes nº 682;+351 21 444 81 70;ops.lis@garland.pt;ZDKG2;12514;0;158;8;GIGIB;FLEET MANAGEMENT LIMITED;;310;0;14233;23.5;0;1;ISP;Sat Jan 01 00:00:00 GMT 2011;0
LIS201900011;""04012019000011"";CPO GERMANY;9353096;2019-01-04 09:59;2019-01-03 17:45;Reino Unido;Tanque não discriminado;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;AMSTERDAM;TARRAGONA;1 - ABASTECIMENTO DE COMBUSTIVEL;805_FUNDEADOURO QUADRO CENTRAL;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;2AJQ4;23353;0;184;10.4;GBLON;SCORPIO COMMERCIAL MANAGEMENT;;105;0;37297;27.45;0;1;C69;undefined;0
LIS201802524;""04012018002537"";NORDICA;9483695;2019-01-04 10:10;2019-01-02 07:20;Holanda;Porta-contentores;GARLAND NAVEGACAO,LDA.;LEIXOES;ROTTERDAM;14 - CARGA/DESCARGA;265 - TERM CONTENT STª APOLONIA/SOTAGUS;Estrada Manuel Correia Lopes nº 682;+351 21 444 81 70;ops.lis@garland.pt;PCSK;10318;0;151.74;8;NLSNK;VISSER SHIPPING ;;310;0;13200;23.4;0;1;CS;Sat Nov 20 00:00:00 GMT 2010;0
LIS201802544;""04012018002557"";STARMI;9128336;2019-01-04 18:50;2019-01-04 06:34;Noruega;Carga Geral single deck;OCIDENAVE-NAVEGACAO LDA;SINES;KLAIPEDA;18 - DESCARGA;305 - TERM GRANEIS SILOPOR/BEATO;Estrada Manuel Correia Lopes nº 682;00351213461291;ops.lis@ocidenave.com;LAZA7;2901;0;89.99;6.1;NOBGO;Misje Rederi AS;;335;1693;4198;13.8;13;1;ISP;Sun Jan 01 00:00:00 GMT 1995;0
LIS201802541;""04012018002554"";CORVO;9381275;2019-01-04 21:00;2018-12-31 19:38;Portugal;Porta-contentores;BENSAUDE-AGENTES DE NAVEGACAO LDA;PONTA DELGADA;PONTA DELGADA;18 - DESCARGA;540 - TERM GRANEIS SOVENA/PALENÇA;Praça Europa, nº2  Cais do Sodré;00351213243620 ;pedro.cardoso@bensaude.pt;CSBH;7064;0;119.9;6.3;PTPDL;MUTUALISTA ACOREANA DE TRANSPORTES MARITIMOS,SA;;310;0;9000;20;16;1;CS;Tue Jan 23 00:00:00 GMT 2007;410
LIS201802552;""04012018002565"";INSULAR;9150420;2019-01-04 21:57;2019-01-01 00:10;Portugal;Porta-contentores;PMAR - Navegação Lda.;PONTA DELGADA;PONTA DELGADA;14 - CARGA/DESCARGA;264 - TERMINAL MULTIPURPOSE DE LISBOA;Rua Tomas Ribeiro 412, 1º;291 210 365;lsousa@pmar.pt;CSDD;5599;0;119.8;5.1;PTM6E;GS Lines – Transportes Marítimos LDA;;310;2679;6700;20;0;4;ISP;Thu Jan 01 00:00:00 GMT 1998;0
LIS201802545;""04012018002558"";ARKLOW FLAIR;9361732;2019-01-05 01:14;2018-12-31 15:21;Irlanda;Carga Geral single deck;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;SUNDERLAND;SETUBAL;13 - CARGA;300 - CAIS DO POÇO DO BISPO / TMPB;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;EIFW;2998;0;89.9;4.8;IEARK;CHARLES M WILLIE & CO SHIPPING;;335;1673;4950;14.4;12;1;CS;Tue May 01 00:00:00 GMT 2007;0
LIS201802525;""04012018002538"";MRC MINA;9464285;2019-01-05 02:27;2019-01-01 17:11;Malta;Tanque Químico;CINTIA NAVE-AFRET. MARITIMOS,LDA;HUELVA;Chornomorsk;18 - DESCARGA;300 - CAIS DO POÇO DO BISPO / TMPB;R. CARLOS MARDEL, Nº5 - 1º;218439002;cintia.nave@mail.telepac.pt;9HA4799;5287;0;123.56;6.8;MTMLA;MRC MINA SHIPPING CORPORATION LIMITED;;102;2419;7718;17.2;0;1;CS;Wed May 06 00:00:00 GMT 2009;0
LIS201900020;""04012019000020"";CENTURIUS;9712618;2019-01-05 03:44;2019-01-04 20:45;Ilhas Marshall;Graneleiro;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;NEW ORLEANS, LA;ORAN (WAHRAN);1 - ABASTECIMENTO DE COMBUSTIVEL;805_FUNDEADOURO QUADRO CENTRAL;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;V7KT7;21179;0;179.99;10.16;MHMAJ;FORTIUS SHIP MANAGEMENT LTD;;202;0;33367;28.2;0;1;CS;Thu Jan 01 00:00:00 GMT 2015;0
LIS201900005;""04012019000005"";ELAN;9315006;2019-01-05 07:05;2019-01-04 09:11;Holanda;Porta-contentores;WEC LINES-IBERO PORTUGAL LDA;SETUBAL;LEIXOES;14 - CARGA/DESCARGA;265 - TERM CONTENT STª APOLONIA/SOTAGUS;Rua do Progresso 471 3º  teste;213895541 ;Operations.Sines@wec-ibero.pt;PHCZ;11662;0;149.14;6.4;NLHAR;MS ELAN BEWAARDER B.V.;;310;0;13740;22.5;0;1;CS;Sun May 15 00:00:00 GMT 2005;1008
LIS201900013;""04012019000013"";CPO ENGLAND;9353149;2019-01-05 14:40;2019-01-05 08:43;Reino Unido;Tanque Químico;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;HAMBURG;Taman';1 - ABASTECIMENTO DE COMBUSTIVEL;805_FUNDEADOURO QUADRO CENTRAL;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;2AJQ2;23353;0;184;10.25;GBLON;SCORPIO COMMERCIAL MANAGEMENT;;102;0;37313;27.45;0;1;CS;undefined;0
LIS201802536;""04012018002549"";MSM DOLORES;9519030;2019-01-05 18:32;2019-01-05 07:29;Chipre;Carga Geral multi deck;SUPERMARITIME PORTUGAL-ACT.MAR.,LDA;ROUEN;LAS PALMAS DE GRAND CANARIA;18 - DESCARGA;265 - TERM CONTENT STª APOLONIA/SOTAGUS;Av Visconde Valmor 35 R/ C Dto;217817360;supermaritime@supermaritime.pt;5BQF3;4358;0;109;5.4;CYLMS;POOL-CARRIERS Schiffahrtsgesellschaft mbH & Co KG ;;336;0;5746;15.2;0;1;CS;Sun Jan 01 00:00:00 GMT 2012;0
LIS201900016;""04012019000017"";FUNCHALENSE 5;9388390;2019-01-05 21:27;2019-01-04 06:45;Portugal;Porta-contentores;PMAR - Navegação Lda.;CANIÇAL;PORTO SANTO;14 - CARGA/DESCARGA;264 - TERMINAL MULTIPURPOSE DE LISBOA;Rua Tomas Ribeiro 412, 1º;291 210 365;lsousa@pmar.pt;CSKN;7580;0;126.87;6;PTM6E;GS Lines – Transportes Marítimos LDA;;310;3586;8450;20.4;18.5;4;CS;Fri Jan 01 00:00:00 GMT 2010;724
LIS201802550;""04012018002563"";OKEE ANN MARI;9236224;2019-01-05 23:10;2019-01-05 13:14;Liberia;Porta-contentores;HAPAG-LLOYD PORTUGAL, LDA;TANGER MED;DUNKERQUE;14 - CARGA/DESCARGA;110 - TERM CONTENT ALCANTARA /  LISCONT;Av. D. João II, Nº 44C, Piso 2, sala 2.4 Edifício Atlantis – Parque das Nações;0049403001-0;info.de@hlag.com;D5NO2;18334;0;175.49;8.65;LRMLW;LEONHARDT & BLUMBERG;;310;0;28543;27.4;0;1;CS;undefined;0
LIS201802488;""04012018002501"";AMIKO;9125669;2019-01-05 23:37;2019-01-04 08:13;Malta;Carga Geral single deck;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;SINES;IPSWICH;18 - DESCARGA;705 - TERM GRANEIS ATLANPORT/BARREIRO;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;9HA3075;3821;0;99.98;6;MTMLA;AMIKO MARITIME CO LTD;;335;1980;4766;16.5;15;1;CA;Wed May 15 00:00:00 GMT 1996;0
LIS201900019;""04012019000019"";BAHIA TRES;9428671;2019-01-06 00:40;2019-01-05 11:59;Espanha;Tanque Petroleiro;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;SINES;SINES;18 - DESCARGA;520 - EST.ASSIST.NAVAL PORTO LISBOA;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;EADC;4969;0;99.8;6;ESSCT;MURELOIL;;101;1859;6920;18;0;1;CS;Mon Apr 30 00:00:00 GMT 2007;0
LIS201900009;""04012019000009"";ALEYNA MERCAN;9296547;2019-01-06 11:09;2019-01-04 23:12;Malta;Tanque Químico;OCIDENAVE-NAVEGACAO LDA;PORTO DESCONHECIDO;SETUBAL;21 - ESTACIONAMENTO EM CAIS;290 - CAIS DO BEATO / TMB;Estrada Manuel Correia Lopes nº 682;00351213461291;ops.lis@ocidenave.com;9HA3816;2897;0;94.71;4;MTMLA;MRC ALEYNA SHIPPING CORPORATION;;102;1238;4037;14.7;12;1;CA;Sat Jan 01 00:00:00 GMT 2005;0
LIS201900030;""04012019000030"";LIBERTY ISLAND;9520986;2019-01-07 00:06;2019-01-06 12:26;Hong-Kong;Graneleiro;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;SAVANNAH, GA;GARRUCHA;1 - ABASTECIMENTO DE COMBUSTIVEL;805_FUNDEADOURO QUADRO CENTRAL;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;VRLK3;32356;0;289.99;11.1;HKHKG;PACIFIC BASIN SHIPPING (HK) LTD.;;202;0;58032;32.29;0;1;CA;undefined;0
LIS201900033;""04012019000033"";SEAPOWER;9546162;2019-01-07 09:50;2019-01-07 04:29;Malta;Tanque não discriminado;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;NADOR;VIANA DO CASTELO;1 - ABASTECIMENTO DE COMBUSTIVEL;805_FUNDEADOURO QUADRO CENTRAL;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;9HA4550;3726;0;101.9;5.85;MTMLA;QUEENSWAY NAVIGATION CO LTD;;105;0;4897;16;0;1;C69;undefined;0
LIS201900021;""04012019000021"";AURELIA;9327102;2019-01-07 14:28;2019-01-05 12:30;Alemanha;Tanque não discriminado;WILHELMSEN SHIPS SERVICE PORTUGAL, S.A.;ALTO  MAR;BILBAO;18 - DESCARGA;710 - TERM GRANEIS ALKION/BARREIRO;R.FRADESSO DA SILVEIRA, 2 - 2ºA;213 210 900;wss.lisbon@wilhelmsen.com;DDNW;16913;0;168;8.9;DEBRE;SECHSTE BUTTNER SCHIFFAHRTS GmbH & Co. KG;;105;6395;24017;26.4;14;1;CS;Wed Feb 08 00:00:00 GMT 2006;0
LIS201900004;""04012019000004"";SAGA PEARL II;8000214;2019-01-07 23:59;2019-01-07 07:36;Malta;CRUZEIROS;JAMES RAWES NAVEGACAO LDA;SANTA CRUZ DE TENERIFE;PORTSMOUTH;33 - TURISMO;245 - TERMINAL DE CRUZEIROS DE LISBOA;Av. 24 de Julho, 126 1º Esq;213470231;operations@jamesrawes.pt;9HA2950;18627;0;164.35;6.3;MTMLA;SAGA CRUISES;;361;6267;3245;22.61;18;1;CA;Thu Jan 01 00:00:00 GMT 1981;0
LIS201900034;""04012019000034"";ATHANASSIOS G.O.;9437103;2019-01-08 02:44;2019-01-07 12:54;Ilhas Marshall;Graneleiro;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;GIJON;SUEZ (AS SUWAYS);1 - ABASTECIMENTO DE COMBUSTIVEL;805_FUNDEADOURO QUADRO CENTRAL;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;V7U13;47984;0;229;10.52;MHMAJ;OLDENDORFF CARRIERS GMBH & CO;;202;0;87447;36.84;0;1;CS;undefined;0
LIS201900039;""04012019000039"";AMSTEL EAGLE;9529516;2019-01-08 06:41;2019-01-07 21:06;Panama;Graneleiro;NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA;PORT EVERGLADES, FL;Carboneras;1 - ABASTECIMENTO DE COMBUSTIVEL;805_FUNDEADOURO QUADRO CENTRAL;Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13;211128595;navex-lisboa@navex.pt;3FPA4;31543;0;189.99;11.7;PAPTY;TRITON NAVIGATION BV;;202;0;56108;32.3;0;1;CA;undefined;0
LIS201802546;""04012018002559"";ADAMAR;9515280;2019-01-08 18:28;2019-01-05 00:32;Liberia;Carga Geral single deck;JAMES RAWES NAVEGACAO LDA;ALTO  MAR;NANTES;18 - DESCARGA;305 - TERM GRANEIS SILOPOR/BEATO;Av. 24 de Julho, 126 1º Esq;213470231;operations@jamesrawes.pt;D5RF8;11927;0;147.55;7.83;LRMLW;ADAKENT GEMI ISLETMECILIGI;;335;0;16622;23;0;1;CS;undefined;0
