 Processo ; Contramarca ; Navio ; IMO ; ATD ; ATA ; Bandeira ; Tipo Navio ; Agente Navegacao ; Porto Seguinte ; Porto Procedente ; Motivo Escala ; Local Atribuido ; Morada Agente ; Telefone Agente ; Email Agente ; Indicativo Chamada ; GT ; TAL ; Comprimento ; Calado Maximo ; Porto Registo ; Armador ; Nome Anterior ; Tipo ; TAB ; DWT ; Boca Sinal ; Velocidade Maxima ; Tipo Trafego ; Certificado Verde ; Data Construcao ; Capacidade Teus 
 LIS201702514 ;" """"04012017002524"""" "; GDYNIA ;9594248; 2018-01-03 15:17 ; 2017-12-20 20:47 ; Bahamas, Ilhas ; Graneleiro ; OCIDENAVE-NAVEGACAO LDA ; PORTO DESCONHECIDO ; MUUGA ; 18 - DESCARGA ; 495 - TERM GRANEIS SILOPOR/TRAFARIA ; Estrada Manuel Correia Lopes nº 682 ;3,51213E+11; ops.lis@ocidenave.com ; C6ZG9 ;24145;0; 189.99 ; 10.5 ; BSNAS ; POLSKA ZEGLUGA MORSKA PP ;;202;0;37933; 28.5 ;14;1; CA ; Tue Jun 26 00:00:00 GMT 2012 ;0
 LIS201702606 ;" """"04012017002616"""" "; MONA LISA ;9309277; 2018-01-03 15:22 ; 2018-01-02 06:27 ; Liberia ; Porta-contentores ; MAERSK PORTUGAL-AG TRANSP.INT.,LDA ; TANGER MED ; LEIXOES ; 14 - CARGA/DESCARGA ; 110 - TERM CONTENT ALCANTARA /  LISCONT ; AV.D.JOAO II Nº 1.16.05. L - 11º ;218980022; pt.manifest@maersk.com ; D5IC6 ;35795;0; 230.9 ; 8.29 ; LRMLW ; FLOAT MARITIME SA ;;310;15938;42102; 32.2 ; 22.2 ;1; CS ; Sun Jan 01 00:00:00 GMT 2006 ;3534
 LIS201702649 ;" """"04012017002660"""" "; AIDASOL ;9490040; 2018-01-03 15:57 ; 2018-01-03 05:32 ; Italia ; CRUZEIROS ; JAMES RAWES NAVEGACAO LDA ; CADIZ ; FUNCHAL ; 33 - TURISMO ; 245 - TERMINAL DE CRUZEIROS DE LISBOA ; Av. 24 de Julho, 126 1º Esq ;213470231; operations@jamesrawes.pt ; ICPE ;71304;0; 253.33 ; 7.3 ; ITGOA ; AIDA CRUISES ;;361;0;7892; 32.2 ;0;1; CS ; Sat Jan 01 00:00:00 GMT 2011 ;0
 LIS201702631 ;" """"04012017002641"""" "; WEC BRUEGHEL ;9143972; 2018-01-03 16:01 ; 2018-01-03 06:32 ; Portugal ; Porta-contentores ; WEC LINES-IBERO PORTUGAL LDA ; CASABLANCA ; LEIXOES ; 14 - CARGA/DESCARGA ; 265 - TERM CONTENT STª APOLONIA/SOTAGUS ; Rua do Progresso 471 3º  teste ;213895541; Operations.Sines@wec-ibero.pt ; MCXD5 ;6362;0; 121.35 ; 5.2 ; PTM6E ; K-OCEAN SECHSTE ;;310;3998;7224; 18.2 ;0;1; CA ; Wed Dec 30 00:00:00 GMT 1998 ;700
 LIS201702660 ;" """"04012017002671"""" "; ROMY TRADER ;9150080; 2018-01-03 16:12 ; 2018-01-03 05:40 ; Gibraltar ; Misto - Carga geral / Contentores ; MACANDREWS-NAVEGACAO TRANSITOS LDA ; LEIXOES ; ALGECIRAS ; 14 - CARGA/DESCARGA ; 265 - TERM CONTENT STª APOLONIA/SOTAGUS ; CAIS OFICINAS-ROCHA CONDE ÓBIDOS ;1111111; lisbon@macandrews.com ; ZDJX5 ;5941;2777; 132.23 ; 7.1 ; GIGIB ; ROMY SHIPPING AS ;;339;5941;8081; 19.2 ;0;1; CS ; Wed Jan 01 00:00:00 GMT 1997 ;0
 LIS201702632 ;" """"04012017002642"""" "; ARKLOW FALCON ;9527659; 2018-01-03 16:27 ; 2017-12-29 07:02 ; Irlanda ; Carga Geral single deck ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; GIJON ; GLASGOW ; 18 - DESCARGA ; 705 - TERM GRANEIS ATLANPORT/BARREIRO ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; EIJB8 ;2998;0; 89.95 ; 5.9 ; IEARK ; ARKLOW SHIPPING ULC ;;335;1673;4480; 14.5 ;0;1; CS ; Fri Jan 01 00:00:00 GMT 2010 ;0
 LIS201800001 ;" """"04012018000001"""" "; MONTE BRASIL ;9083055; 2018-01-03 16:43 ; 2018-01-02 13:22 ; Portugal ; Porta-contentores ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; LEIXOES ; LAJES DAS FLORES ; 18 - DESCARGA ; 264 - TERMINAL MULTIPURPOSE DE LISBOA ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; CSEM ;7039;0; 126.12 ;6; PTM6E ; TRANSINSULAR ;;310;3870;8450; 19.4 ;0;4; CS ; Sat Jan 01 00:00:00 GMT 1994 ;0
 LIS201702658 ;" """"04012017002669"""" "; MARIS ;9122239; 2018-01-03 18:31 ; 2017-12-31 18:36 ; Chipre ; Porta-contentores ; PMAR - Navegação Lda. ; CANIÇAL ; CANIÇAL ; 14 - CARGA/DESCARGA ; 264 - TERMINAL MULTIPURPOSE DE LISBOA ; Rua Tomas Ribeiro 412, 1º ; 291 210 365 ; lsousa@pmar.pt ; 5BVJ4 ;3999;2176; 100.6 ;5; CYLMS ; BOX LINES TRANSPORTES INTERNACIONAIS S.A.R.L ;;310;3999;5325; 18.2 ;0;4; CS ; Sun Jan 01 00:00:00 GMT 1995 ;508
 LIS201702648 ;" """"04012017002659"""" "; QUEEN ELIZABETH ;9477438; 2018-01-03 18:49 ; 2018-01-03 07:30 ; Bermudas ; CRUZEIROS ; JAMES RAWES NAVEGACAO LDA ; LA CORUNA ; CADIZ ; 33 - TURISMO ; 245 - TERMINAL DE CRUZEIROS DE LISBOA ; Av. 24 de Julho, 126 1º Esq ;213470231; operations@jamesrawes.pt ; ZCEF2 ;90901;0;294;8; BMBDA ; CUNARD LINE ;;361;50157;7685; 32.3 ;0;1; ISO ; Fri Oct 01 00:00:00 GMT 2010 ;0
 LIS201702633 ;" """"04012017002643"""" "; HANSA EUROPE ;9459412; 2018-01-03 20:57 ; 2018-01-03 07:19 ; Liberia ; Porta-contentores ; MARMEDSA - AGENCIA MARITIMA, LDA ; ALGECIRAS ; LE HAVRE ; 14 - CARGA/DESCARGA ; 110 - TERM CONTENT ALCANTARA /  LISCONT ; Av. D. João II - nº. 51 – Piso 2 – Sala C Edificio Art’s – Parque das Nações ;269869190; opsptlis@marmedsa.com ; D5RG3 ;38388;0; 239.47 ; 9.6 ; LRMLW ; 2ND HANSA EUROPE SHIPPING CORPORATION ;;310;0;47266; 32.2 ;0;1; CS ; Sun Jan 01 00:00:00 GMT 2012 ;0
 LIS201702555 ;" """"04012017002565"""" "; RAQUEL S ;9515591; 2018-01-03 22:35 ; 2017-12-31 11:35 ; Portugal ; Porta-contentores ; PMAR - Navegação Lda. ; LAS PALMAS DE GRAND CANARIA ; LEIXOES ; 14 - CARGA/DESCARGA ; 264 - TERMINAL MULTIPURPOSE DE LISBOA ; Rua Tomas Ribeiro 412, 1º ; 291 210 365 ; lsousa@pmar.pt ; CQAC6 ;17280;0; 171.99 ;7; PTM6E ; GS Lines – Transportes Marítimos LDA ;;310;0;21442; 27.6 ; 19.3 ;1; ISP ; Tue Sep 01 00:00:00 GMT 2009 ;0
 LIS201702628 ;" """"04012017002638"""" "; LAGOA ;9150470; 2018-01-04 01:13 ; 2018-01-03 10:30 ; Cabo Verde ; Porta-contentores ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; LAS PALMAS DE GRAND CANARIA ; LEIXOES ; 13 - CARGA ; 300 - CAIS DO POÇO DO BISPO / TMPB ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; D4HK ;3981;0; 100.6 ; 5.8 ; CVVXE ; TRANSINSULAR - TRANSPORTES MARITIMOS INSULARES , S A ;;310;1937;5003; 16.5 ;0;4; CS ; Wed Jan 01 00:00:00 GMT 1997 ;0
 LIS201702627 ;" """"04012017002637"""" "; KRISTINITA ;9520936; 2018-01-04 06:42 ; 2017-12-26 09:07 ; Noruega ; Graneleiro ; OCIDENAVE-NAVEGACAO LDA ; TEMA ; JORF LASFAR ; 13 - CARGA ; 800_FUNDEADOURO MAR DA PALHA ; Estrada Manuel Correia Lopes nº 682 ;3,51213E+11; ops.lis@ocidenave.com ; LANB7 ;32315;0; 189.99 ; 6.76 ; NOGTD ; UGLAND SHIPPING AS ;;202;0;58110; 32.26 ;0;1; ISP ; Tue Jul 05 00:00:00 GMT 2011 ;0
 LIS201702654 ;" """"04012017002665"""" "; OHLAU ;9375903; 2018-01-04 17:36 ; 2017-12-30 13:39 ; Antigua e Barbuda ; Carga Geral single deck ; L. BRANCO – Navegação e Trânsitos, Lda. ; ALTO  MAR ; VIANA DO CASTELO ; 28 - REPARAÇÃO PROGRAMADA EM ESTALEIRO ; 165 - ESTALEIRO NAVAL DA ROCHA ; Rua de Santo Amaro, n.º 17 A ;26548465; info@l-branco.com ; V2CW2 ;2461;0; 87.9 ; 3.7 ; AGSJO ; R.E.S. - REEDEREI ERWIN STRAHL. ;;335;1369;3689; 12.8 ;0;1; CS ; Mon Jan 01 00:00:00 GMT 2007 ;0
 LIS201702634 ;" """"04012017002644"""" "; JS CHUKAR ;9578000; 2018-01-05 03:37 ; 2018-01-04 05:48 ; Malta ; Tanque Gás Liquefeito ; WILHELMSEN SHIPS SERVICE PORTUGAL, S.A. ; ALTO  MAR ; LEIXOES ; 50 - DESCARGA NAVIO TANQUE IMDG CLASSES 2, 6 OU 8 ; 805_FUNDEADOURO QUADRO CENTRAL ; R.FRADESSO DA SILVEIRA, 2 - 2ºA ; 213 210 900 ; wss.lisbon@wilhelmsen.com ; 9V9994 ;5036;0; 99.9 ; 5.7 ; MTMLA ; Marina Apollo Shipping Limited ;;103;0;4994; 17.4 ;0;1; CS ; Fri Jul 20 00:00:00 GMT 2012 ;0
 LIS201800013 ;" """"04012018000013"""" "; MAX STABILITY ;9351098; 2018-01-05 17:53 ; 2018-01-04 07:40 ; Malta ; Carga Geral multi deck ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; LEIXOES ; CANIÇAL ; 14 - CARGA/DESCARGA ; 264 - TERMINAL MULTIPURPOSE DE LISBOA ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; 9HA4086 ;7532;0; 126.8 ; 5.7 ; MTMLA ; VROON BV ;;336;0;8723; 20.4 ;0;1; CS ; undefined ;0
 LIS201702607 ;" """"04012017002617"""" "; MAERSK VOLTA ;9292137; 2018-01-05 19:21 ; 2018-01-05 05:24 ; Singapura ; Porta-contentores ; MAERSK PORTUGAL-AG TRANSP.INT.,LDA ; CONAKRY ; ALGECIRAS ; 14 - CARGA/DESCARGA ; 110 - TERM CONTENT ALCANTARA /  LISCONT ; AV.D.JOAO II Nº 1.16.05. L - 11º ;218980022; pt.manifest@maersk.com ; 9V2317 ;18334;0; 175.54 ; 10.15 ; SGSIN ; MOLLER AP ;;310;0;23400; 27.4 ;0;1; CA ; Thu May 05 00:00:00 GMT 2005 ;0
 LIS201800011 ;" """"04012018000011"""" "; INSULAR ;9150420; 2018-01-05 19:30 ; 2018-01-03 23:46 ; Portugal ; Porta-contentores ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; PONTA DELGADA ; PALMEIRA ; 18 - DESCARGA ; 264 - TERMINAL MULTIPURPOSE DE LISBOA ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; CSDD ;5599;0; 119.8 ; 4.8 ; PTM6E ; GS Lines – Transportes Marítimos LDA ;;310;2679;6700;20;0;4; CS ; Thu Jan 01 00:00:00 GMT 1998 ;0
 LIS201800004 ;" """"04012018000004"""" "; CORVO ;9381275; 2018-01-05 21:57 ; 2018-01-03 08:53 ; Portugal ; Porta-contentores ; BENSAUDE-AGENTES DE NAVEGACAO LDA ; PONTA DELGADA ; PONTA DELGADA ; 14 - CARGA/DESCARGA ; 265 - TERM CONTENT STª APOLONIA/SOTAGUS ; Praça Europa, nº2  Cais do Sodré ;3,51213E+11; pedro.cardoso@bensaude.pt ; CSBH ;7064;0; 119.9 ;6; PTPDL ; MUTUALISTA ACOREANA DE TRANSPORTES MARITIMOS,SA ;;310;0;9000;20;16;1; CS ; Tue Jan 23 00:00:00 GMT 2007 ;410
 LIS201800026 ;" """"04012018000026"""" "; GUANARTEME ;9280134; 2018-01-06 19:46 ; 2018-01-06 09:19 ; Espanha ; Tanque não discriminado ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; SINES ; SETUBAL ; 18 - DESCARGA ; 520 - EST.ASSIST.NAVAL PORTO LISBOA ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; ECFV ;2815;0; 96.61 ;6; ESSCT ; DISTRIBUIDORA MARITIMA PETROGAS, S.L.U. ;;105;0;4222; 14.2 ;0;3; C69 ; Thu Jan 01 00:00:00 GMT 2004 ;0
 LIS201800019 ;" """"04012018000019"""" "; PINTA ;9063299; 2018-01-06 21:40 ; 2018-01-06 13:49 ; Gibraltar ; Misto - Carga geral / Contentores ; PORTMAR-AGENCIA DE NAVEGACAO LDA ; JORF LASFAR ; CASABLANCA ; 13 - CARGA ; 290 - CAIS DO BEATO / TMB ; Rua da Cintura do Porto de Lisboa, Armazém 20 – 2º Piso ;218391880; lisboa.office@portmar.pt ; ZDFC8 ;2190;0; 82.3 ; 3.2 ; GIGIB ; INTERSCAN Schiffahrtsgesellschaft mbH ;;339;0;2795; 12.5 ;11;1; CS ; Sun Aug 01 00:00:00 GMT 1993 ;0
 LIS201800033 ;" """"04012018000033"""" "; FUNCHALENSE 5 ;9388390; 2018-01-06 22:45 ; 2018-01-06 09:36 ; Portugal ; Porta-contentores ; PMAR - Navegação Lda. ; CANIÇAL ; LEIXOES ; 14 - CARGA/DESCARGA ; 264 - TERMINAL MULTIPURPOSE DE LISBOA ; Rua Tomas Ribeiro 412, 1º ; 291 210 365 ; lsousa@pmar.pt ; CSKN ;7580;0; 126.87 ;6; PTM6E ; GS Lines – Transportes Marítimos LDA ;;310;3586;8450; 20.4 ; 18.5 ;4; CS ; Fri Jan 01 00:00:00 GMT 2010 ;724
 LIS201800014 ;" """"04012018000014"""" "; BAHIA TRES ;9428671; 2018-01-07 01:16 ; 2018-01-05 11:16 ; Espanha ; Tanque Petroleiro ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; SINES ; SINES ; 18 - DESCARGA ; 805_FUNDEADOURO QUADRO CENTRAL ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; EADC ;4969;0; 99.8 ; 6.8 ; ESSCT ; MURELOIL ;;101;1859;6920;18;0;1; CS ; Mon Apr 30 00:00:00 GMT 2007 ;0
 LIS201702615 ;" """"04012017002625"""" "; ISTRIAN EXPRESS ;9474383; 2018-01-07 21:02 ; 2018-01-07 05:45 ; Gibraltar ; Porta-contentores ; GARLAND NAVEGACAO,LDA. ; ROTTERDAM ; LEIXOES ; 14 - CARGA/DESCARGA ; 265 - TERM CONTENT STª APOLONIA/SOTAGUS ; Estrada Manuel Correia Lopes nº 682 ; +351 21 444 81 70 ; ops.lis@garland.pt ; ZDKG2 ;12514;0;158; 8.7 ; GIGIB ; FLEET MANAGEMENT LIMITED ;;310;0;14233; 23.5 ;0;1; CS ; Sat Jan 01 00:00:00 GMT 2011 ;0
 LIS201702617 ;" """"04012017002627"""" "; X-PRESS MONTE BIANCO ;9276341; 2018-01-07 23:52 ; 2018-01-07 11:17 ; Malta ; Porta-contentores ; GARLAND NAVEGACAO,LDA. ; CASABLANCA ; LEIXOES ; 14 - CARGA/DESCARGA ; 110 - TERM CONTENT ALCANTARA /  LISCONT ; Estrada Manuel Correia Lopes nº 682 ; +351 21 444 81 70 ; ops.lis@garland.pt ; 9HA3446 ;6434;0; 133.58 ;7; MTMLA ; NORBULK SHIPPING UK LTD ;;310;0;8496; 19.4 ;0;1; CS ; Wed Jan 01 00:00:00 GMT 2003 ;0
 LIS201800018 ;" """"04012018000018"""" "; EXCELSIOR ;9239616; 2018-01-08 07:25 ; 2018-01-06 09:04 ; Belgica ; Tanque Gás Liquefeito ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; POINT FORTIN ; BREST ; 1 - ABASTECIMENTO DE COMBUSTIVEL ; 805_FUNDEADOURO QUADRO CENTRAL ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; ONCD ;93719;0;277;9; BEANR ; EXMAR NV ;;103;0;77287; 43.5 ;0;1; CA ; undefined ;0
 LIS201702612 ;" """"04012017002622"""" "; JONA ;9337028; 2018-01-08 07:52 ; 2018-01-06 21:36 ; Portugal ; Porta-contentores ; OCIDENAVE-NAVEGACAO LDA ; HALIFAX, NS ; VALENCIA ; 14 - CARGA/DESCARGA ; 265 - TERM CONTENT STª APOLONIA/SOTAGUS ; Estrada Manuel Correia Lopes nº 682 ;3,51213E+11; ops.lis@ocidenave.com ; CQFI ;23633;0; 191.07 ;9; PTZFM ; JONA SCHIFFFAHRTSGES mbH & Co ;;310;0;27244; 11.5 ;0;1; ISP ; Sat Mar 03 00:00:00 GMT 2007 ;0
 LIS201702659 ;" """"04012017002670"""" "; AVALON ;9327097; 2018-01-08 09:08 ; 2018-01-07 17:51 ; Alemanha ; Tanque Petroleiro ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; LEIXOES ; SINES ; 18 - DESCARGA ; 520 - EST.ASSIST.NAVAL PORTO LISBOA ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; ZDHB6 ;16683;0;168; 8.5 ; DEBRE ; Carl Buttner GmbH & Co KG ;;101;6399;23400; 26.4 ;15;1; ISO ; Sat May 28 00:00:00 GMT 2005 ;0
 LIS201800022 ;" """"04012018000022"""" "; VERONICA B  ;9448683; 2018-01-08 13:09 ; 2018-01-08 05:30 ; Chipre ; Porta-contentores ; BOLUDA LINES PORTUGAL, Sociedade Unipessoal, Lda ; SANTA CRUZ DE TENERIFE ; VILLAGARCIA DE AROSA ; 14 - CARGA/DESCARGA ; 110 - TERM CONTENT ALCANTARA /  LISCONT ; Alameda dos Oceanos, 25 escritorio nº 6 ;927735062; tomas.freire@boluda.com.es ; 5BUT4 ;12514;0;158; 8.3 ; CYLMS ; BOLUDA LINES ;;310;5387;14292; 23.76 ;0;1; CS ; Tue Jul 08 00:00:00 GMT 2008 ;1084
 LIS201800021 ;" """"04012018000021"""" "; TRANS EXETER ;9314753; 2018-01-08 15:29 ; 2018-01-07 12:48 ; Malta ; Tanque Químico ; WILHELMSEN SHIPS SERVICE PORTUGAL, S.A. ; TARRAGONA ; TEESPORT ; 48 - DESCARGA NAVIO TANQUE ACRILONITRILO ; 710 - TERM GRANEIS ALKION/BARREIRO ; R.FRADESSO DA SILVEIRA, 2 - 2ºA ; 213 210 900 ; wss.lisbon@wilhelmsen.com ; 9HA2572 ;5955;0; 118.14 ; 6.1 ; MTMLA ; MARELLA CRUISES ;;102;2533;8500; 18.82 ;0;1; CA ; Sun Sep 12 00:00:00 GMT 2004 ;0
 LIS201800010 ;" """"04012018000010"""" "; WESTPAC EXPRESS ;9243227; 2018-01-08 18:41 ; 2018-01-03 07:25 ; Estados Unidos da America ; Misto - Carga geral / Passageiros ; OREY COMERCIO NAVEGACAO,SA ; BILBAO ; ALGECIRAS ; 11 - ARRIBADO/MAU TEMPO ; 120 - CAIS DA ROCHA/TERMINAL DE PASSAGEIROS ; Rua Castilho , 14 – 4º ;210958272; lisboa@orey-shipping.com ; WDB5285 ;8403;0;101; 3.6 ; USMOB ; MSC USA Govt Dept ;;334;0;750; 26.65 ;0;1; CS ; Mon Jan 01 00:00:00 GMT 2001 ;0
 LIS201702614 ;" """"04012017002624"""" "; ICE CRYSTAL ;9440590; 2018-01-08 19:34 ; 2018-01-07 19:23 ; Antigua e Barbuda ; Porta-contentores ; K LINE (PORTUGAL) AGENTES NAVEGACAOSA ; LONDON GATEWAY PORT ; LEIXOES ; 14 - CARGA/DESCARGA ; 265 - TERM CONTENT STª APOLONIA/SOTAGUS ; Estrada Manuel Correia Lopes, nº 682 Conceição da Abóboda ;; kline.lis@klineportugal.com ; V2EF4 ;7545;0; 129.59 ;7; AGSJO ;" Anger Shipping Company Limited				 ";;310;3165;8248; 20.6 ;0;1; C69 ; Tue Jan 01 00:00:00 GMT 2008 ;700
