 Processo ; Contramarca ; Navio ; IMO ; ATD ; ATA ; Bandeira ; Tipo Navio ; Agente Navegacao ; Porto Seguinte ; Porto Procedente ; Motivo Escala ; Local Atribuido ; Morada Agente ; Telefone Agente ; Email Agente ; Indicativo Chamada ; GT ; TAL ; Comprimento ; Calado Maximo ; Porto Registo ; Armador ; Nome Anterior ; Tipo ; TAB ; DWT ; Boca Sinal ; Velocidade Maxima ; Tipo Trafego ; Certificado Verde ; Data Construcao ; Capacidade Teus 
 LIS201602402 ;" """"04012016002412"""" "; QUEEN VICTORIA ;9320556; 2017-01-02 19:30 ; 2017-01-02 07:17 ; Bermudas ; CRUZEIROS ; JAMES RAWES NAVEGACAO LDA ; SOUTHAMPTON ; LAS PALMAS DE GRAND CANARIA ; 33 - TURISMO ; 245 - TERMINAL DE CRUZEIROS DE LISBOA ; Av. 24 de Julho, 126 1º Esq ;213470231; operations@jamesrawes.pt ; ZCEF3 ;90049;0;294;8; BMBDA ; P&O CRUISES ;;361;0;7685; 32.25 ; 29.5 ;1; ISO ; Wed Aug 22 00:00:00 GMT 2007 ;0
 LIS201602394 ;" """"04012016002404"""" "; MARCO POLO ;6417097; 2017-01-02 20:03 ; 2017-01-02 08:31 ; Bahamas, Ilhas ; CRUZEIROS ; JAMES RAWES NAVEGACAO LDA ; BRISTOL ; FUNCHAL ; 33 - TURISMO ; 245 - TERMINAL DE CRUZEIROS DE LISBOA ; Av. 24 de Julho, 126 1º Esq ;213470231; operations@jamesrawes.pt ; C6JZ7 ;22080;0; 176.29 ; 8.4 ; BSNAS ; CRUISE MARITIME VOYAGES ;;361;9081;5180; 23.6 ;21;1; CA ; Mon Mar 01 00:00:00 GMT 1965 ;0
 LIS201602418 ;" """"04012016002428"""" "; MONTE BRASIL ;9083055; 2017-01-02 20:50 ; 2017-01-02 06:00 ; Portugal ; Porta-contentores ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; LEIXOES ; PONTA DELGADA ; 14 - CARGA/DESCARGA ; 264 - TERMINAL MULTIPURPOSE DE LISBOA ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; CSEM ;7039;0; 126.12 ; 6.8 ; PTM6E ; TRANSINSULAR ;;310;3870;8450; 19.4 ;0;4; CS ; Sat Jan 01 00:00:00 GMT 1994 ;0
 LIS201602416 ;" """"04012016002426"""" "; ANNAMARIE ;9287687; 2017-01-03 00:01 ; 2017-01-02 06:20 ; Portugal ; Misto - Carga geral / Contentores ; K LINE (PORTUGAL) AGENTES NAVEGACAOSA ; LEIXOES ; ROTTERDAM ; 14 - CARGA/DESCARGA ; 265 - TERM CONTENT STª APOLONIA/SOTAGUS ; Estrada Manuel Correia Lopes, nº 682 Conceição da Abóboda ;; kline.lis@klineportugal.com ; CQFZ ;7520;0; 137.5 ; 6.8 ; PTZFM ; ANNAMARIE MARITIME LIMITED ;;339;3570;8720; 21.3 ; 18.5 ;1; CS ; 2003-06-01 00:00:00.0 ;822
 LIS201602306 ;" """"04012016002317"""" "; SANTA FRANCESCA ;9188219; 2017-01-03 03:55 ; 2016-12-30 14:45 ; Alemanha ; Porta-contentores ; NAIP - NAVEGACAO AG INT PORTUGUESA ; SAO TOME ; LEIXOES ; 14 - CARGA/DESCARGA ; 265 - TERM CONTENT STª APOLONIA/SOTAGUS ; AV D CARLOS I, Nº44 - 8º ; 229392610/1/2 ; ffernandes@naip.pt ; DGSR ;21583;0; 183.2 ;9; DEHAM ; Santa Francesca Reederei ;;310;0;30029; 29.8 ;0;1; CS ; Thu Jan 01 00:00:00 GMT 1998 ;0
 LIS201602426 ;" """"04012016002436"""" "; AIDABLU ;9398888; 2017-01-03 15:43 ; 2017-01-03 04:57 ; Italia ; CRUZEIROS ; OREY COMERCIO NAVEGACAO,SA ; CADIZ ; FUNCHAL ; 33 - TURISMO ; 245 - TERMINAL DE CRUZEIROS DE LISBOA ; Rua Castilho , 14 – 4º ;210958272; lisboa@orey-shipping.com ; IBWX ;71304;0; 253.33 ; 7.3 ; ITGOA ; COSTA CRUISES ;;361;44046;7889; 32.2 ;0;1; ISO ; Mon Feb 01 00:00:00 GMT 2010 ;0
 LIS201602404 ;" """"04012016002414"""" "; BRAMAU ;9280677; 2017-01-03 17:37 ; 2016-12-30 21:29 ; Antigua e Barbuda ; Carga Geral single deck ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; AVEIRO ; LES SABLES D  OLONNE ; 18 - DESCARGA ; 300 - CAIS DO POÇO DO BISPO / TMPB ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; V2BJ9 ;2461;0; 87.83 ; 5.5 ; AGSJO ; R.E.S. - REEDEREI ERWIN STRAHL. ;;335;1369;3704; 12.8 ;0;1; CS ; 2006-01-05 00:00:00.0 ;176
 LIS201602386 ;" """"04012016002396"""" "; SAGA PEARL II ;8000214; 2017-01-03 18:03 ; 2017-01-03 06:25 ; Malta ; CRUZEIROS ; JAMES RAWES NAVEGACAO LDA ; SOUTHAMPTON ; FUNCHAL ; 33 - TURISMO ; 245 - TERMINAL DE CRUZEIROS DE LISBOA ; Av. 24 de Julho, 126 1º Esq ;213470231; operations@jamesrawes.pt ; 9HA2950 ;18627;0; 164.35 ; 6.3 ; MTMLA ; SAGA CRUISES ;;361;6267;3245; 22.61 ;18;1; CA ; Thu Jan 01 00:00:00 GMT 1981 ;0
 LIS201602383 ;" """"04012016002393"""" "; STRAMI ;8922254; 2017-01-03 18:11 ; 2017-01-02 17:26 ; Bahamas, Ilhas ; Misto - Carga geral / Contentores ; JAMES RAWES NAVEGACAO LDA ; ALTO  MAR ; KOPING ; 18 - DESCARGA ; 305 - TERM GRANEIS SILOPOR/BEATO ; Av. 24 de Julho, 126 1º Esq ;213470231; operations@jamesrawes.pt ; C6UN9 ;2373;0; 88.25 ; 5.7 ; BSNAS ; Misje Rederi AS ;;339;1434;4245; 13.21 ;12;1; C69 ; 1992-01-01 00:00:00.0 ;96
 LIS201602410 ;" """"04012016002420"""" "; JSP RIDER ;9322566; 2017-01-03 21:47 ; 2017-01-03 07:15 ; Antigua e Barbuda ; Porta-contentores ; GARLAND NAVEGACAO,LDA. ; ROTTERDAM ; LEIXOES ; 14 - CARGA/DESCARGA ; 265 - TERM CONTENT STª APOLONIA/SOTAGUS ; Estrada Manuel Correia Lopes nº 682 ; +351 21 444 81 70 ; ops.lis@garland.pt ; V2BT5 ;7852;0; 140.59 ; 6.9 ; AGSJO ;" ""JSP RIDER""  SCHIFFAHRTS GM BH & CO. KG ";;310;0;9500; 21.8 ;18;1; C69 ; 2006-03-25 00:00:00.0 ;0
 LIS201602431 ;" """"04012016002441"""" "; LAURA S ;9157868; 2017-01-03 23:08 ; 2017-01-01 07:54 ; Portugal ; Porta-contentores ; VIA OCEANO AGENTES DE NAVEGAÇÃO LDA ; CANIÇAL ; CANIÇAL ; 14 - CARGA/DESCARGA ; 264 - TERMINAL MULTIPURPOSE DE LISBOA ; LARGO VARADOUROS N.º 4, 3º ; 220126242/3/4 ; lsousa@gruposousa.pt ; CQYK ;5850;2835; 119.65 ;6; PTM6E ; GS Lines – Transportes Marítimos LDA ;;310;0; 6770.1 ; 20.63 ;15;4; CS ; Sun Oct 01 00:00:00 GMT 1995 ;0
 LIS201602414 ;" """"04012016002424"""" "; DUESSELDORF EXPRESS ;9143556; 2017-01-04 00:07 ; 2017-01-03 07:24 ; Bermudas ; Porta-contentores ; HAPAG-LLOYD PORTUGAL, LDA ; TANGER MED ; CAUCEDO ; 14 - CARGA/DESCARGA ; 110 - TERM CONTENT ALCANTARA /  LISCONT ; Av. D. João II, Nº 44C, Piso 2, sala 2.4 Edifício Atlantis – Parque das Nações ; 0049403001-0 ; info.de@hlag.com ; DGDD ;53523;0;293; 11.1 ; BMBDA ; HAPAG-LLOYD ;;310;0;66525;32;0;1; CS ; undefined ;0
 LIS201602430 ;" """"04012016002440"""" "; KARINA C ;9558000; 2017-01-04 07:07 ; 2017-01-03 20:40 ; Reino Unido ; Carga Geral single deck ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; GIJON ; CASABLANCA ; 1 - ABASTECIMENTO DE COMBUSTIVEL ; 805_FUNDEADOURO QUADRO CENTRAL ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; 2DMS9 ;4151;0; 106.07 ; 4.4 ; GBCOW ; CARISBROOKE SHIPPING LTD ;;335;0;6750; 15.5 ;0;1; C69 ; Tue Aug 03 00:00:00 GMT 2010 ;0
 LIS201700007 ;" """"04012017000007"""" "; BALMORAL ;8506294; 2017-01-04 17:52 ; 2017-01-04 05:33 ; Bahamas, Ilhas ; CRUZEIROS ; WILHELMSEN SHIPS SERVICE PORTUGAL, S.A. ; SOUTHAMPTON ; FUNCHAL ; 33 - TURISMO ; 245 - TERMINAL DE CRUZEIROS DE LISBOA ; R.FRADESSO DA SILVEIRA, 2 - 2ºA ; 213 210 900 ; wss.lisbon@wilhelmsen.com ; C6II4 ;43537;0; 217.91 ; 7.1 ; BSNAS ; FRED OLSEN ;;361;19985;35260; 28.21 ;23;1; CS ; Fri Jan 01 00:00:00 GMT 1988 ;0
 LIS201602344 ;" """"04012016002354"""" "; NORD OCEAN ;9438640; 2017-01-04 19:25 ; 2016-12-21 07:55 ; Panama ; Graneleiro ; OREY COMERCIO NAVEGACAO,SA ; HUELVA ; ISTANBUL ; 18 - DESCARGA ; 495 - TERM GRANEIS SILOPOR/TRAFARIA ; Rua Castilho , 14 – 4º ;210958272; lisboa@orey-shipping.com ; 3FKP3 ;31230;0; 189.99 ; 12.15 ; PAPTY ; IMS MARITIME SA ;;202;0;55623; 32.3 ;0;1; CS ; 2011-01-01 00:00:00.0 ;0
 LIS201602399 ;" """"04012016002409"""" "; SAFMARINE NILE ;9356098; 2017-01-04 23:17 ; 2017-01-02 05:17 ; Hong-Kong ; Porta-contentores ; MAERSK PORTUGAL-AG TRANSP.INT.,LDA ; ALGECIRAS ; LEIXOES ; 14 - CARGA/DESCARGA ; 110 - TERM CONTENT ALCANTARA /  LISCONT ; AV.D.JOAO II Nº 1.16.05. L - 11º ;218980022; pt.manifest@maersk.com ; VRKZ6 ;25904;0; 210.54 ; 9.4 ; HKHKG ; MAERSK SHIPPING HONG KONG ;;310;0;35181; 29.8 ;0;1; CS ; undefined ;0
 LIS201602384 ;" """"04012016002394"""" "; SIEGFRIED LEHMANN ;9325142; 2017-01-05 08:52 ; 2017-01-02 23:32 ; Antigua e Barbuda ; Carga Geral single deck ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; AVEIRO ; GRENAA HAVN ; 18 - DESCARGA ; 705 - TERM GRANEIS ATLANPORT/BARREIRO ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; V2GL5 ;3183;0; 89.94 ; 5.2 ; AGSJO ; SIEGFRIED LEHMANN ;;335;1765;4508; 15.2 ;0;1; CS ; Thu Apr 28 00:00:00 GMT 2005 ;218
 LIS201602429 ;" """"04012016002439"""" "; BLUE TUNE ;9491927; 2017-01-05 09:32 ; 2016-12-30 15:14 ; Antigua e Barbuda ; Carga Geral single deck ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; LA CORUNA ; SETUBAL ; 13 - CARGA ; 300 - CAIS DO POÇO DO BISPO / TMPB ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; V2EU9 ;3845;0; 89.96 ; 4.5 ; AGSJO ; BLUE TUNE SHIPPING ;;335;0;5193; 15.4 ;0;1; CS ; 2010-11-03 00:00:00.0 ;0
 LIS201602415 ;" """"04012016002425"""" "; MANATEE ;9377690; 2017-01-05 16:18 ; 2017-01-01 17:30 ; Liberia ; Porta-contentores ; PORTMAR-AGENCIA DE NAVEGACAO LDA ; LEIXOES ; LAS PALMAS DE GRAND CANARIA ; 14 - CARGA/DESCARGA ; 264 - TERMINAL MULTIPURPOSE DE LISBOA ; Rua da Cintura do Porto de Lisboa, Armazém 20 – 2º Piso ;218391880; lisboa.office@portmar.pt ; D5FH9 ;17518;0; 171.99 ; 6.9 ; LRMLW ; PROSPEROUS MARITIME HOLDING LTD ;;310;8004;21416; 27.6 ; 19.7 ;1; CS ; Fri Sep 01 00:00:00 GMT 2006 ;1577
 LIS201602397 ;" """"04012016002407"""" "; WILSON BILBAO ;9014705; 2017-01-05 19:26 ; 2017-01-01 15:51 ; Malta ; Misto - Carga geral / Contentores ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; ALTO  MAR ; SKIEN ; 18 - DESCARGA ; 705 - TERM GRANEIS ATLANPORT/BARREIRO ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; 9HJX9 ;2446;0; 87.9 ; 5.5 ; MTMLA ; WILSON EUROCARRIERS A/S ;;339;0;3735; 12.8 ;11;1; CS ; 1992-01-01 00:00:00.0 ;176
 LIS201602433 ;" """"04012016002443"""" "; NAOS ;9136137; 2017-01-05 21:34 ; 2017-01-04 18:52 ; Antigua e Barbuda ; Carga Geral single deck ; WILHELMSEN SHIPS SERVICE PORTUGAL, S.A. ; FIGUEIRA DA FOZ ; WOLGAST ; 18 - DESCARGA ; 305 - TERM GRANEIS SILOPOR/BEATO ; R.FRADESSO DA SILVEIRA, 2 - 2ºA ; 213 210 900 ; wss.lisbon@wilhelmsen.com ; V2QQ8 ;2848;0; 90.46 ; 5.8 ; AGSJO ; Rum Shipping Ltd ;;335;0;4258; 13.2 ;0;1; C69 ; 1996-01-01 00:00:00.0 ;206
 LIS201700015 ;" """"04012017000015"""" "; FORBIN ;9559652; 2017-01-05 22:07 ; 2017-01-05 11:43 ; Malta ; Tanque Gás Liquefeito ; WILHELMSEN SHIPS SERVICE PORTUGAL, S.A. ; ANTWERPEN ; LEIXOES ; 50 - DESCARGA NAVIO TANQUE IMDG CLASSES 2, 6 OU 8 ; 535 - TERM COMB REPSOL/BANATICA ; R.FRADESSO DA SILVEIRA, 2 - 2ºA ; 213 210 900 ; wss.lisbon@wilhelmsen.com ; 9HA2597 ;4313;0; 99.9 ; 5.33 ; MTMLA ; GEOGAS MARITIME SAS ;;103;0;5072; 17.6 ;0;1; CS ; undefined ;0
 LIS201602318 ;" """"04012016002328"""" "; GRANDE AFRICA ;9130949; 2017-01-05 23:09 ; 2017-01-05 06:42 ; Gibraltar ; Misto - Carga geral / Contentores ; GRIMALDI PORTUGAL, LDA ; CASABLANCA ; ANTWERPEN ; 14 - CARGA/DESCARGA ; 265 - TERM CONTENT STª APOLONIA/SOTAGUS ; Rua D. Luís I – Nº 19, 2º Esq. ;213216300; accounting@grimaldi.pt ; ZDJO3 ;56642;0;214; 9.7 ; GIGIB ; ACL INVEST AB ;;339;0;27965; 32.2 ;19;1; CS ; 1998-01-01 00:00:00.0 ;1321
 LIS201700031 ;" """"04012017000031"""" "; BAHIA TRES ;9428671; 2017-01-06 08:55 ; 2017-01-05 22:56 ; Espanha ; Tanque Petroleiro ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; SINES ; SINES ; 18 - DESCARGA ; 520 - EST.ASSIST.NAVAL PORTO LISBOA ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; EADC ;4969;0; 99.8 ; 6.5 ; ESSCT ; MURELOIL ;;101;1859;6920;18;0;1; C69 ; Mon Apr 30 00:00:00 GMT 2007 ;0
 LIS201700001 ;" """"04012017000001"""" "; ECO LOYALTY ;9710335; 2017-01-06 14:51 ; 2017-01-05 00:25 ; Ilhas Marshall ; Tanque Gás Liquefeito ; MARMEDSA - AGENCIA MARITIMA, LDA ; WHITEGATE ; TEESPORT ; 18 - DESCARGA ; 535 - TERM COMB REPSOL/BANATICA ; Av. D. João II - nº. 51 – Piso 2 – Sala C Edificio Art’s – Parque das Nações ;269869190; opsptlis@marmedsa.com ; V7LO9 ;3589;0;95; 5.9 ; MHMAJ ; K INVESTMENTS INC ;;103;0;3720; 15.96 ;0;1; CA ; 2015-06-01 00:00:00.0 ;0
 LIS201602434 ;" """"04012016002444"""" "; CEDERBORG ;9356567; 2017-01-06 17:10 ; 2017-01-05 19:42 ; Holanda ; Carga Geral single deck ; JAMES RAWES NAVEGACAO LDA ; FIGUEIRA DA FOZ ; VIEROW ; 18 - DESCARGA ; 305 - TERM GRANEIS SILOPOR/BEATO ; Av. 24 de Julho, 126 1º Esq ;213470231; operations@jamesrawes.pt ; PCJX ;2999;0; 89.97 ; 5.8 ; NLDZL ; ESTE SHIPPING & TRADING GMBH ;;335;0;4550; 14.4 ;0;1; CS ; 2011-01-01 00:00:00.0 ;0
 LIS201602417 ;" """"04012016002427"""" "; PONTA DO SOL ;9141613; 2017-01-06 21:28 ; 2017-01-02 04:48 ; Portugal ; Porta-contentores ; NAVEX-EMP.PORTUGUESA  NAVEGACAO, SA ; PONTA DELGADA ; PONTA DELGADA ; 14 - CARGA/DESCARGA ; 264 - TERMINAL MULTIPURPOSE DE LISBOA ; Rua da Cintura do Porto de Lisboa,Galeria do Edifício Gonçalves Zarco nº13 ;211128595; navex-lisboa@navex.pt ; CSCR ;4115;0; 100.62 ; 5.8 ; PTM6E ; TRANSINSULAR ;;310;2005;5184; 16.2 ;15;1; CS ; Sat Mar 01 00:00:00 GMT 1997 ;0
 LIS201602425 ;" """"04012016002435"""" "; CORVO ;9381275; 2017-01-06 21:52 ; 2017-01-04 00:19 ; Portugal ; Porta-contentores ; BENSAUDE-AGENTES DE NAVEGACAO LDA ; PONTA DELGADA ; LEIXOES ; 14 - CARGA/DESCARGA ; 265 - TERM CONTENT STª APOLONIA/SOTAGUS ; Praça Europa, nº2  Cais do Sodré ;3,51213E+11; pedro.cardoso@bensaude.pt ; CSBH ;7064;0; 119.9 ; 7.2 ; PTPDL ; MUTUALISTA ACOREANA DE TRANSPORTES MARITIMOS,SA ;;310;0;9000;20;16;1; CS ; Tue Jan 23 00:00:00 GMT 2007 ;410
 LIS201602405 ;" """"04012016002415"""" "; TIWALA ;9376775; 2017-01-06 22:20 ; 2017-01-03 17:28 ; Antigua e Barbuda ; Carga Geral multi deck ; PINTO BASTO IV-SERVICOS MARITIMOS,LDA ; GHENT ; LEIXOES ; 13 - CARGA ; 300 - CAIS DO POÇO DO BISPO / TMPB ; AV 24 DE JULHO 1-D ;269862598; agency.sines@pintobasto.com ; V2DX3 ;4102;0; 106.78 ; 3.4 ; AGSJO ; SCHULTE  BRUNS GMBH ;;336;1851;5484; 15.2 ;0;1; CA ; 1998-01-01 00:00:00.0 ;0
 LIS201700030 ;" """"04012017000030"""" "; SICHEM LILY ;9393395; 2017-01-06 23:03 ; 2017-01-06 17:21 ; Malta ; Tanque Químico ; WILHELMSEN SHIPS SERVICE PORTUGAL, S.A. ; JORF LASFAR ; BILBAO ; 1 - ABASTECIMENTO DE COMBUSTIVEL ; 805_FUNDEADOURO QUADRO CENTRAL ; R.FRADESSO DA SILVEIRA, 2 - 2ºA ; 213 210 900 ; wss.lisbon@wilhelmsen.com ; 9HNE9 ;5744;0; 115.25 ; 7.3 ; MTMLA ; TEAM TANKERS MANAGEMENT A/S ;;102;0;8110; 18.2 ;0;1; CA ; undefined ;0
 LIS201700002 ;" """"04012017000002"""" "; HARBOUR FEATURE ;9473092; 2017-01-07 07:40 ; 2017-01-05 18:35 ; Portugal ; Tanque não discriminado ; MARMEDSA - AGENCIA MARITIMA, LDA ; HUELVA ; HUELVA ; 18 - DESCARGA ; 710 - TERM GRANEIS ALKION/BARREIRO ; Av. D. João II - nº. 51 – Piso 2 – Sala C Edificio Art’s – Parque das Nações ;269869190; opsptlis@marmedsa.com ; CQNX ;11880;0; 144.06 ; 8.9 ; PTM6E ; ICETANK FOURTEEN SHIPPING CORP. ;;105;0;16909; 23.03 ;0;1; CA ; 2011-01-01 00:00:00.0 ;0
 LIS201602353 ;" """"04012016002362"""" "; LEVANT HORIZON ;9126467; 2017-01-07 08:08 ; 2016-12-24 12:08 ; Panama ; Misto - Carga geral / Contentores ; VIA OCEANO AGENTES DE NAVEGAÇÃO LDA ; CASCAIS ; PONTA DELGADA ; 18 - DESCARGA ; 264 - TERMINAL MULTIPURPOSE DE LISBOA ; LARGO VARADOUROS N.º 4, 3º ; 220126242/3/4 ; lsousa@gruposousa.pt ; 3FML3 ;5712;0; 122.55 ;6; PAPTY ; LEVANT MARINE GROUP SA ;;339;2649;6917;19;0;1; ISP ; 1996-01-01 00:00:00.0 ;0
